,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,W Sundar,18,18,63.0,1,417,15,27.8,6.61,25.2,0,0,0
1,U Yadav,7,7,25.0,0,219,9,24.33,8.76,16.6,0,0,0
2,T Southee,66,64,233.3,2,1954,75,26.05,8.36,18.6,0,1,0
3,Y Chahal,36,36,140.3,1,1139,52,21.9,8.1,16.2,2,1,0
4,N Saini,5,5,17.0,1,137,6,22.83,8.05,17.0,0,0,0
5,R Ashwin,46,46,171.0,2,1193,52,22.94,6.97,19.7,2,0,0
6,M Ashwin,62,58,232.0,2,1624,61,26.62,7.0,23.0,3,0,0
7,A Rajpoot,59,56,224.0,0,1344,58,23.17,6.0,23.0,0,1,0
8,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,0
