,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,J Neesham,18,16,37.4,0,323,13,24.84,8.57,17.3,0,0,0
1,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,0
2,R Bishnoi,47,44,132.0,1,1056,40,26.4,8.0,20.0,0,1,0
3,M Ashwin,62,58,232.0,2,1624,61,26.62,7.0,23.0,3,0,0
4,R Tewatia,61,57,228.0,3,3648,64,57.0,16.0,21.0,2,1,0
5,J Archer,1,1,4.0,0,29,2,14.5,7.25,12.0,0,0,0
6,S Gopal,46,41,123.0,4,861,27,31.89,7.0,27.0,3,0,0
7,A Rajpoot,59,56,224.0,0,1344,58,23.17,6.0,23.0,0,1,0
8,J Unadkat,10,10,34.4,0,301,14,21.5,8.68,14.8,0,0,0
