,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,0
1,A Roy,58,53,212.0,2,2756,71,38.82,13.0,18.0,2,1,0
2,R Chahar,1,1,3.0,0,27,1,27.0,9.0,18.0,0,0,0
3,J Bumrah,42,42,153.1,5,1029,51,20.17,6.71,18.0,0,0,0
4,D Bravo,38,34,136.0,1,1496,26,57.54,11.0,31.0,2,1,0
5,M Santner,39,38,128.5,1,928,49,18.93,7.2,15.7,1,0,0
6,D Chahar,10,10,35.5,1,251,17,14.76,7.0,12.6,0,1,0
