,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,0
1,J Holder,17,17,62.1,0,524,13,40.3,8.42,28.6,0,0,0
2,A Khan,30,30,99.2,2,692,34,20.35,6.96,17.5,0,0,0
3,R Bishnoi,47,44,132.0,1,1056,40,26.4,8.0,20.0,0,1,0
4,J Unadkat,10,10,34.4,0,301,14,21.5,8.68,14.8,0,0,0
5,M Ashwin,62,58,232.0,2,1624,61,26.62,7.0,23.0,3,0,0
6,J Bumrah,42,42,153.1,5,1029,51,20.17,6.71,18.0,0,0,0
7,T Mills,5,5,19.0,1,129,3,43.0,6.78,38.0,0,0,0
