,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,0
1,K Nagarkoti,53,48,144.0,3,2304,48,48.0,16.0,18.0,0,1,0
2,P Cummins,25,25,95.0,3,644,32,20.12,6.77,17.8,0,0,0
3,L Ferguson,8,8,31.0,0,222,14,15.85,7.16,13.2,0,0,0
4,C Jordan,43,43,151.3,0,1300,54,24.07,8.58,16.8,2,0,0
5,M Ashwin,62,58,232.0,2,1624,61,26.62,7.0,23.0,3,0,0
6,R Bishnoi,47,44,132.0,1,1056,40,26.4,8.0,20.0,0,1,0
7,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,0
