,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,0
1,K Yadav,19,19,71.3,1,499,37,13.48,6.97,11.5,1,1,0
2,D Chahar,10,10,35.5,1,251,17,14.76,7.0,12.6,0,1,0
