,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,0
1,R Chahar,1,1,3.0,0,27,1,27.0,9.0,18.0,0,0,0
2,J Bumrah,42,42,153.1,5,1029,51,20.17,6.71,18.0,0,0,0
3,M Nabi,75,75,256.4,5,1839,69,26.65,7.16,22.3,3,0,0
4,R Khan,45,45,171.0,1,1052,84,12.52,6.15,12.2,3,2,0
5,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,0
6,K Ahmed,14,14,52.0,1,459,13,35.3,8.82,24.0,0,0,0
7,B Thampi,57,54,162.0,4,1134,67,16.93,7.0,15.0,3,1,0
