,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,R Khan,45,45,171.0,1,1052,84,12.52,6.15,12.2,3,2,0
1,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,0
2,K Ahmed,14,14,52.0,1,459,13,35.3,8.82,24.0,0,0,0
3,S Sharma,54,49,196.0,2,2548,50,50.96,13.0,24.0,3,0,0
4,D Bravo,38,34,136.0,1,1496,26,57.54,11.0,31.0,2,1,0
5,D Chahar,10,10,35.5,1,251,17,14.76,7.0,12.6,0,1,0
