,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,0
1,R Chahar,1,1,3.0,0,27,1,27.0,9.0,18.0,0,0,0
2,J Yadav,57,54,216.0,1,1296,70,18.51,6.0,19.0,1,0,0
3,J Bumrah,42,42,153.1,5,1029,51,20.17,6.71,18.0,0,0,0
4,A Patel,11,11,39.0,0,265,9,29.44,6.79,26.0,0,0,0
5,K Rabada,21,21,77.2,0,648,28,23.14,8.37,16.5,0,0,0
