,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,D Bravo,38,34,136.0,1,1496,26,57.54,11.0,31.0,2,1,0
1,S Thakur,7,7,27.3,0,242,8,30.25,8.8,20.6,1,0,0
2,D Chahar,10,10,35.5,1,251,17,14.76,7.0,12.6,0,1,0
3,R Tewatia,61,57,228.0,3,3648,64,57.0,16.0,21.0,2,1,0
4,J Unadkat,10,10,34.4,0,301,14,21.5,8.68,14.8,0,0,0
5,C Sakariya,38,34,136.0,3,816,27,30.22,6.0,30.0,3,0,0
6,M Rahman,37,37,135.1,3,1065,52,20.48,7.87,15.5,1,1,0
