,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,S Ahmed,17,-,-,-,-,-,-,-,-,-,-,1
1,H Patel,7,5,13,0,104,2,52,8,39,0,0,1
2,J Hazlewood,55,50,200,1,1600,54,29.63,8,22,1,0,1
3,M Siraj,3,3,12,0,148,3,49.33,12.33,24,0,0,0
4,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,1
5,M Khan,19,11,31,0,222,9,24.66,7.16,20.6,0,0,1
6,A Khan,7,-,-,-,-,-,-,-,-,-,-,0
7,R Bishnoi,45,41,164,3,1968,38,51.79,12,26,0,0,0
