,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,W Sundar,18,18,63,1,417,15,27.8,6.61,25.2,0,0,0
1,S Ahmed,17,-,-,-,-,-,-,-,-,-,-,0
2,H Patel,7,5,13,0,104,2,52,8,39,0,0,1
3,M Siraj,3,3,12,0,148,3,49.33,12.33,24,0,0,0
4,Y Chahal,36,36,140.3,1,1139,52,21.9,8.1,16.2,2,1,1
5,P Cummins,25,25,95,3,644,32,20.12,6.77,17.8,0,0,1
