,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,S Thakur,7,7,27.3,0,242,8,30.25,8.8,20.6,1,0,0
1,D Chahar,10,10,35.5,1,251,17,14.76,7,12.6,0,1,1
2,L Ngidi,7,7,20,0,128,11,11.63,6.4,10.9,1,0,1
3,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,0
4,P Cummins,25,25,95,3,644,32,20.12,6.77,17.8,0,0,1
5,K Nagarkoti,55,50,150,3,1500,54,27.78,10,17,1,0,0
