,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,M Khan,19,11,31,0,222,9,24.66,7.16,20.6,0,0,0
1,O Smith,2,2,7,0,78,2,39,11.14,21,0,0,0
2,K Rabada,21,21,77.2,0,648,28,23.14,8.37,16.5,0,0,0
3,R Chahar,1,1,3,0,27,1,27,9,18,0,0,1
4,V Arora,49,44,132,1,924,47,19.66,7,17,3,1,1
5,D Bravo,20,-,-,-,-,-,-,-,-,-,-,1
6,D Pretorius,6,6,14,0,116,3,38.66,8.28,28,0,0,1
7,C Jordan,43,43,151.3,0,1300,54,24.07,8.58,16.8,2,0,1
8,M Choudhary,49,45,135,4,1755,34,51.62,13,24,0,1,0
