,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,P Cummins,25,25,95,3,644,32,20.12,6.77,17.8,0,0,0
1,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,1
2,K Nagarkoti,54,51,204,3,2652,59,44.95,13,21,1,0,0
3,C Jordan,43,43,151.3,0,1300,54,24.07,8.58,16.8,2,0,0
4,R Bishnoi,50,45,135,3,1485,32,46.41,11,25,3,1,1
5,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,1
6,M Rahman,16,16,60,0,324,20,16.2,5.4,18,1,0,0
