,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,R Tewatia,48,45,180,4,1620,45,36,9,24,0,1,0
1,K Tyagi,44,39,117,4,936,52,18,8,14,3,1,0
2,C Sakariya,50,46,184,0,1288,39,33.03,7,28,1,0,0
3,M Rahman,16,16,60,0,324,20,16.2,5.4,18,1,0,1
4,M Nabi,75,75,256.4,5,1839,69,26.65,7.16,22.3,3,0,0
5,R Khan,45,45,171,1,1052,84,12.52,6.15,12.2,3,2,1
6,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,0
7,S Sharma,46,43,172,3,2752,35,78.63,16,29,2,1,1
8,K Ahmed,5,-,-,-,-,-,-,-,-,-,-,0
