,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,J Holder,17,17,62.1,0,524,13,40.3,8.42,28.6,0,0,1
1,R Khan,45,45,171,1,1052,84,12.52,6.15,12.2,3,2,1
2,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,0
3,S Sharma,55,50,200,1,1800,37,48.65,9,32,0,0,0
4,S Kaul,3,3,9.4,0,84,4,21,8.68,14.5,0,0,0
5,D Bravo,20,-,-,-,-,-,-,-,-,-,-,1
6,S Thakur,7,7,27.3,0,242,8,30.25,8.8,20.6,1,0,1
7,D Chahar,10,10,35.5,1,251,17,14.76,7,12.6,0,1,0
8,J Hazlewood,48,43,172,2,2236,32,69.88,13,32,2,1,1
