,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,N Coulter-Nile,28,27,97,1,802,34,23.58,8.26,17.1,1,0,0
1,R Ashwin,46,46,171,2,1193,52,22.94,6.97,19.7,2,0,0
2,Y Chahal,36,36,140.3,1,1139,52,21.9,8.1,16.2,2,1,1
3,T Boult,27,27,98.5,1,854,39,21.89,8.64,15.2,1,0,1
4,R Shepherd,40,36,144,0,1584,36,44,11,24,0,0,1
5,W Sundar,18,18,63,1,417,15,27.8,6.61,25.2,0,0,0
6,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,0
7,U Malik,57,54,216,4,1944,46,42.26,9,28,0,1,1
8,T Natarajan,48,43,172,4,2236,51,43.84,13,20,1,1,1
