,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,R Ashwin,46,46,171,2,1193,52,22.94,6.97,19.7,2,0,1
1,T Boult,27,27,98.5,1,854,39,21.89,8.64,15.2,1,0,0
2,Y Chahal,36,36,140.3,1,1139,52,21.9,8.1,16.2,2,1,0
3,K Sen,45,42,168,2,1680,44,38.18,10,23,1,0,1
4,S Ahmed,17,-,-,-,-,-,-,-,-,-,-,1
5,H Patel,7,5,13,0,104,2,52,8,39,0,0,0
6,M Siraj,3,3,12,0,148,3,49.33,12.33,24,0,0,1
7,J Hazlewood,41,36,108,3,648,35,18.51,6,19,0,1,1
