,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,D Bravo,20,-,-,-,-,-,-,-,-,-,-,0
1,D Chahar,10,10,35.5,1,251,17,14.76,7,12.6,0,1,0
2,R Ashwin,46,46,171,2,1193,52,22.94,6.97,19.7,2,0,0
3,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,1
4,M Ashwin,48,43,129,1,1935,43,45,15,18,1,1,0
5,H Brar,39,34,136,1,816,46,17.74,6,18,0,1,0
