,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,K Pandya,18,18,66.2,1,538,14,38.42,8.11,28.4,1,0,0
1,N Coulter-Nile,28,27,97,1,802,34,23.58,8.26,17.1,1,0,0
2,R Chahar,1,1,3,0,27,1,27,9,18,0,0,0
3,J Holder,17,17,62.1,0,524,13,40.3,8.42,28.6,0,0,1
4,R Khan,45,45,171,1,1052,84,12.52,6.15,12.2,3,2,1
5,S Nadeem,47,44,176,3,2640,56,47.14,15,19,0,0,1
6,S Sharma,49,45,180,4,1260,59,21.36,7,18,0,1,1
7,T Natarajan,60,56,168,1,2520,53,47.55,15,19,1,1,0
