,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,R Khan,45,45,171,1,1052,84,12.52,6.15,12.2,3,2,1
1,B Kumar,43,43,154.2,2,1088,41,26.53,7.04,22.5,0,1,1
2,T Natarajan,59,55,165,2,1650,40,41.25,10,25,1,0,1
3,K Ahmed,5,-,-,-,-,-,-,-,-,-,-,0
4,A Patel,2,1,1,0,19,0,-,19,-,0,0,1
5,K Rabada,21,21,77.2,0,648,28,23.14,8.37,16.5,0,0,1
6,A Nortje,1,1,3,0,27,0,-,9,-,0,0,0
