,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,R Ashwin,46,46,171,2,1193,52,22.94,6.97,19.7,2,0,0
1,M Shami,8,8,27.4,0,275,10,27.5,9.93,16.6,0,0,1
2,M Ashwin,55,50,200,2,2400,58,41.38,12,21,0,1,0
3,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,0
