,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,S Narine,51,49,183.4,1,1105,52,21.25,6.01,21.1,1,0,0
1,L Ferguson,8,8,31,0,222,14,15.85,7.16,13.2,0,0,1
2,S Mavi,50,46,184,3,1656,34,48.71,9,32,1,0,1
3,R Tewatia,39,34,136,3,2312,37,62.49,17,22,3,0,1
4,J Unadkat,10,10,34.4,0,301,14,21.5,8.68,14.8,0,0,0
5,C Sakariya,42,39,117,0,1638,49,33.43,14,14,3,1,1
6,M Rahman,16,16,60,0,324,20,16.2,5.4,18,1,0,0
