,Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
0,0,V Kohli,2010-2019,75,70,20,2633,94*,52.66,1907,138.07,0,24,2,247,71,
1,1,RG Sharma,2007-2019,104,96,14,2633,118,32.1,1905,138.21,4,19,6,234,120,
2,2,MJ Guptill,2009-2019,83,80,7,2436,105,33.36,1810,134.58,2,15,2,215,113,
3,3,Shoaib Malik,2006-2019,111,104,30,2263,75,30.58,1824,124.06,0,7,1,186,61,
4,5,DA Warner,2009-2019,76,76,8,2079,100*,30.57,1476,140.85,1,15,5,203,86,
5,6,EJG Morgan,2009-2019,86,84,17,2002,91,29.88,1475,135.72,0,11,3,151,96,
6,7,Mohammad Shahzad,2010-2018,65,65,3,1936,118*,31.22,1436,134.81,1,12,3,218,72,
7,8,JP Duminy,2007-2019,81,75,25,1934,96*,38.68,1532,126.24,0,11,6,138,71,
8,9,PR Stirling,2009-2019,72,71,6,1929,91,29.67,1401,137.68,0,16,8,233,59,
9,10,Mohammad Hafeez,2006-2018,89,86,8,1908,86,24.46,1643,116.12,0,10,6,196,51,
10,12,AJ Finch,2011-2019,58,58,9,1878,172,38.32,1200,156.5,2,11,4,182,90,
11,13,LRPL Taylor,2006-2019,95,87,19,1743,63,25.63,1430,121.88,0,5,5,110,65,
12,14,Umar Akmal,2009-2019,84,79,14,1690,94,26.0,1377,122.73,0,8,10,122,55,
13,15,AB de Villiers,2006-2017,78,75,11,1672,79*,26.12,1237,135.16,0,10,5,140,60,
14,16,H Masakadza,2006-2019,66,66,2,1662,93*,25.96,1418,117.2,0,11,1,151,65,
15,17,AD Hales,2011-2019,60,60,7,1644,116*,31.01,1203,136.65,1,8,4,175,55,
16,18,CH Gayle,2006-2019,58,54,4,1627,117,32.54,1139,142.84,2,13,3,138,105,
17,19,MS Dhoni,2006-2019,98,85,42,1617,56,37.6,1282,126.13,0,2,1,116,52,
18,20,Tamim Iqbal,2007-2018,75,75,5,1613,103*,23.04,1383,116.63,1,6,6,174,41,
19,21,MN Samuels,2007-2018,67,65,10,1611,89*,29.29,1386,116.23,0,10,0,144,69,
20,22,SK Raina,2006-2018,78,66,11,1605,101,29.18,1190,134.87,1,5,3,145,58,
21,23,GJ Maxwell,2012-2019,61,54,9,1576,145*,35.02,985,160.0,3,7,1,133,81,
22,24,Shakib Al Hasan,2006-2019,76,76,10,1567,84,23.74,1266,123.77,0,9,5,163,33,
23,25,C Munro,2012-2019,60,57,7,1546,109*,30.92,966,160.04,3,9,5,114,100,
24,26,KS Williamson,2011-2019,57,55,7,1505,73*,31.35,1236,121.76,0,9,2,158,26,
25,27,S Dhawan,2011-2019,58,57,3,1504,92,27.85,1173,128.21,0,9,1,166,46,
26,28,KJ O'Brien,2008-2019,90,83,10,1504,124,20.6,1124,133.8,1,3,10,117,69,
27,30,Ahmed Shehzad,2009-2019,59,59,2,1471,111*,25.8,1282,114.74,1,7,2,157,33,
28,32,Mahmudullah,2007-2019,83,76,16,1430,64*,23.83,1166,122.64,0,4,2,113,48,
29,33,Shahid Afridi,2006-2018,99,91,12,1416,54*,17.92,944,150.0,0,4,8,103,73,
30,34,Babar Azam,2016-2019,36,36,8,1405,97*,50.17,1102,127.49,0,12,0,139,20,
31,35,KJ Coetzer,2008-2019,58,56,2,1386,89,25.66,1136,122.0,0,6,3,144,45,
32,37,F du Plessis,2012-2019,44,44,6,1363,119,35.86,1006,135.48,1,8,0,126,45,
33,38,Mohammad Nabi,2010-2019,75,70,11,1316,89,22.3,902,145.89,0,4,4,83,78,
34,39,DA Miller,2010-2019,72,62,18,1309,101*,29.75,935,140.0,1,2,0,91,57,
35,40,HM Amla,2009-2018,44,44,6,1277,97*,33.6,967,132.05,0,8,2,146,26,
36,41,Mushfiqur Rahim,2006-2019,84,76,13,1265,72*,20.07,1060,119.33,0,5,5,110,31,
37,42,JC Buttler,2011-2018,66,58,11,1260,73*,26.8,912,138.15,0,7,3,102,53,
38,43,RD Berrington,2008-2019,61,54,10,1247,100,28.34,967,128.95,1,3,6,117,36,
39,44,GC Wilson,2008-2019,78,65,8,1239,65*,21.73,1185,104.55,0,3,4,105,20,
40,45,Yuvraj Singh,2007-2017,58,51,9,1177,77*,28.02,863,136.38,0,8,1,77,74,
41,47,MDKJ Perera,2013-2019,42,42,0,1171,84,27.88,867,135.06,0,11,0,114,41,
42,48,NLTC Perera,2010-2019,79,70,21,1169,61,23.85,767,152.41,0,3,8,87,62,
43,49,Asghar Afghan,2010-2019,66,60,4,1167,62,20.83,1102,105.89,0,3,4,69,58,
44,1,KL Rahul,2016-2019,34,31,5,1138,110*,43.76,777,146.46,2,8,1,102,50,
45,2,BN Cooper,2013-2019,51,48,9,1094,91*,28.05,890,122.92,0,7,5,96,36,
46,3,WTS Porterfield,2008-2018,61,59,6,1079,72,20.35,971,111.12,0,3,5,120,23,
47,4,KA Pollard,2008-2019,68,58,12,1058,68,23.0,819,129.18,0,4,1,69,61,
48,5,AD Mathews,2009-2018,72,57,18,1055,81*,27.05,893,118.14,0,5,1,67,35,
49,6,CS MacLeod,2009-2019,49,47,7,1042,74,26.05,905,115.13,0,7,4,93,21,
50,7,Q de Kock,2012-2019,38,38,5,1018,79*,30.84,787,129.35,0,4,3,117,32,
51,8,LMP Simmons,2007-2019,49,48,7,990,82*,24.14,848,116.74,0,6,6,92,37,
52,9,Kamran Akmal,2006-2017,58,53,6,987,73,21.0,825,119.63,0,5,7,100,31,
53,10,HG Munsey,2015-2019,38,36,3,987,127*,29.9,640,154.21,1,5,4,114,45,
54,11,Samiullah Shinwari,2010-2019,62,55,10,985,61,21.88,829,118.81,0,2,2,73,37,
55,14,Shaiman Anwar,2014-2019,32,32,3,971,117*,33.48,770,126.1,1,6,1,75,43,
56,15,Sabbir Rahman,2014-2019,44,43,5,946,80,24.89,783,120.81,0,4,2,89,28,
57,17,Najibullah Zadran,2012-2019,57,48,18,918,69*,30.6,663,138.46,0,3,1,60,48,
58,18,JE Root,2012-2019,32,30,5,893,90*,35.72,707,126.3,0,5,2,92,16,
59,19,MP O'Dowd,2015-2019,36,35,2,866,69,26.24,718,120.61,0,6,0,83,19,
60,20,E Chigumbura,2006-2019,54,53,9,852,54*,19.36,597,142.71,0,3,6,58,51,
61,21,E Lewis,2016-2019,29,28,1,833,125*,30.85,544,153.12,2,5,3,54,67,
62,22,SC Williams,2006-2019,38,38,5,821,66,24.87,630,130.31,0,6,4,75,24,
63,23,BRM Taylor,2006-2019,38,38,5,818,75*,24.78,678,120.64,0,5,5,81,23,
64,24,Sarfaraz Ahmed,2010-2019,58,41,12,812,89*,28.0,641,126.67,0,3,2,79,15,
65,25,LD Chandimal,2010-2018,54,47,4,800,58,18.6,766,104.43,0,4,0,73,16,
66,26,W Barresi,2012-2019,42,41,6,799,75*,22.82,695,114.96,0,4,3,69,21,
67,27,Soumya Sarkar,2015-2019,46,46,0,791,51,17.19,648,122.06,0,1,8,81,28,
68,28,A Balbirnie,2015-2019,37,33,2,790,83,25.48,593,133.22,0,4,3,94,12,
69,30,P Khadka,2014-2019,30,29,3,777,106*,29.88,602,129.06,1,4,3,79,26,
70,31,ADS Fletcher,2008-2018,42,40,4,765,84*,21.25,707,108.2,0,6,6,54,37,
71,33,Fakhar Zaman,2017-2019,34,33,0,756,91,22.9,553,136.7,0,4,2,86,22,
72,35,MH Cross,2013-2019,43,35,6,755,66*,26.03,593,127.31,0,5,3,77,22,
73,36,JJ Roy,2014-2018,32,32,0,743,78,23.21,512,145.11,0,4,4,75,35,
74,37,SJ Myburgh,2012-2019,33,32,2,741,71*,24.7,635,116.69,0,5,6,82,22,
75,41,CK Kapugedera,2006-2017,43,38,7,703,50,22.67,591,118.95,0,1,0,58,25,
76,42,Muhammad Usman,2016-2019,34,32,5,695,89*,25.74,593,117.2,0,3,3,61,21,
77,43,CO Obuya,2007-2019,35,33,6,691,75*,25.59,649,106.47,0,4,3,47,17,
78,44,TP Ura,2015-2019,23,23,5,671,107*,37.27,476,140.96,1,4,0,54,31,
79,46,PW Borren,2008-2017,43,38,5,638,57,19.33,524,121.75,0,1,2,60,18,
80,47,D Ramdin,2006-2019,71,50,16,636,55*,18.7,551,115.42,0,1,3,51,19,
81,49,CJ Chibhabha,2006-2018,33,32,0,621,67,19.4,570,108.94,0,5,3,72,12,
82,1,MN Waller,2011-2018,32,31,8,613,68,26.65,443,138.37,0,1,2,42,28,
83,2,Rohan Mustafa,2014-2019,38,37,1,605,77,16.8,521,116.12,0,2,4,71,17,
84,3,JM Bairstow,2011-2019,34,29,6,603,68,26.21,450,134.0,0,3,2,56,25,
85,4,Jatinder Singh,2015-2019,25,25,2,599,68*,26.04,535,111.96,0,3,1,63,6,
86,6,RR Hendricks,2014-2019,22,22,0,593,74,26.95,487,121.76,0,4,2,71,8,
87,7,DJM Short,2018-2019,20,20,2,592,76,32.88,490,120.81,0,4,1,66,15,
88,8,MK Pandey,2015-2019,32,27,12,587,79*,39.13,478,122.8,0,2,2,40,16,
89,9,DJG Sammy,2007-2017,68,52,18,587,42*,17.26,398,147.48,0,0,3,45,31,
90,10,PD Collingwood,2005-2017,36,33,2,583,79,18.8,459,127.01,0,3,3,37,24,
91,13,SPD Smith,2010-2019,36,28,7,577,90,27.47,448,128.79,0,4,1,53,12,
92,14,Nizakat Khan,2014-2019,34,32,0,576,62,18.0,478,120.5,0,2,4,51,19,
93,17,Zeeshan Maqsood,2015-2019,29,25,4,542,56,25.8,481,112.68,0,2,2,66,12,
94,18,Babar Hayat,2014-2017,24,24,4,541,122,27.05,433,124.94,1,2,2,45,20,
95,19,Karim Sadiq,2010-2018,36,36,0,538,72,14.94,493,109.12,0,1,4,61,10,
96,20,RN ten Doeschate,2008-2019,22,22,10,533,59,44.41,400,133.25,0,3,1,27,19,
97,22,RR Patel,2008-2019,30,26,4,526,55,23.9,414,127.05,0,3,1,31,31,
98,23,Hazratullah Zazai,2016-2019,13,13,1,519,162*,43.25,319,162.69,1,2,1,46,37,
99,24,F Behardien,2012-2018,38,30,14,518,64*,32.37,404,128.21,0,1,1,37,16,
100,26,Noor Ali Zadran,2010-2017,20,20,1,506,63,26.63,497,101.81,0,3,1,45,6,
101,27,Nawroz Mangal,2010-2017,32,32,4,505,65*,18.03,453,111.47,0,2,4,42,19,
102,29,Liton Das,2015-2019,25,25,0,497,61,19.88,360,138.05,0,2,2,44,22,
103,30,Shafiqullah,2010-2019,46,42,12,494,51*,16.46,340,145.29,0,1,5,35,31,
104,32,CJ Anderson,2012-2018,31,24,4,485,94*,24.25,351,138.17,0,2,3,30,26,
105,33,G Malla,2014-2019,24,23,0,482,107,20.95,389,123.9,1,1,1,46,21,
106,34,C de Grandhomme,2012-2019,33,31,7,479,59,19.95,321,149.22,0,3,3,27,29,
107,35,TP Visee,2015-2019,27,27,0,478,78,17.7,316,151.26,0,3,4,65,17,
108,36,MS Chapman,2014-2018,24,23,2,475,63*,22.61,416,114.18,0,1,0,38,13,
109,38,GJ Bailey,2012-2017,30,26,7,473,63,24.89,346,136.7,0,2,1,37,20,
110,39,BKG Mendis,2016-2019,24,24,0,473,79,19.7,353,133.99,0,5,2,40,21,
111,40,Gulbadin Naib,2012-2019,45,37,10,472,56*,17.48,393,120.1,0,1,3,33,22,
112,42,AD Russell,2011-2018,47,39,13,465,47,17.88,329,141.33,0,0,6,30,32,
113,43,PM Seelaar,2008-2019,69,40,11,464,96*,16.0,423,109.69,0,1,1,31,8,
114,45,CR Ervine,2010-2019,22,21,1,461,68*,23.05,454,101.54,0,3,1,43,13,
115,46,A Vala,2015-2019,26,24,4,460,68,23.0,427,107.72,0,2,0,39,13,
116,47,DJ Malan,2017-2019,9,9,1,458,103*,57.25,293,156.31,1,5,0,47,20,
117,49,RE van der Merwe,2009-2019,43,29,12,454,75*,26.7,345,131.59,0,2,4,36,13,
118,0,Khawar Ali,2015-2019,29,28,0,453,50,16.17,482,93.98,0,1,2,48,12,
119,1,MD Gunathilaka,2016-2019,21,21,0,452,57,21.52,365,123.83,0,2,0,49,12,
120,3,Rameez Shahzad,2016-2019,22,21,3,449,54,24.94,404,111.13,0,1,2,37,13,
121,4,Usman Ghani,2015-2019,19,19,1,445,73,24.72,407,109.33,0,3,0,44,12,
122,6,NR Kumar,2012-2019,18,16,2,434,83,31.0,336,129.16,0,3,1,34,13,
123,7,MD Shanaka,2015-2019,35,35,7,434,54,15.5,386,112.43,0,1,7,29,24,
124,8,N Dickwella,2016-2019,23,22,0,429,68,19.5,309,138.83,0,1,2,57,8,
125,9,Muhammad Tanveer,2019-2019,15,15,4,428,57*,38.9,331,129.3,0,4,0,36,22,
126,11,Syed Aziz,2019-2019,14,14,2,415,87,34.58,297,139.73,0,4,2,43,16,
127,12,RR Pant,2017-2019,26,24,4,409,65*,20.45,336,121.72,0,2,3,28,18,
128,13,Aqib Ilyas,2015-2019,22,22,4,408,60,22.66,356,114.6,0,2,1,47,7,
129,14,TH David,2019-2019,12,12,1,408,77,37.09,274,148.9,0,2,0,36,17,
130,15,MG Erasmus,2019-2019,16,14,3,407,72,37.0,293,138.9,0,4,0,33,20,
131,17,WU Tharanga,2006-2018,26,26,1,407,47,16.28,330,123.33,0,0,3,42,12,
132,18,Sikandar Raza,2013-2019,32,30,0,406,59,13.53,384,105.72,0,1,0,34,8,
133,24,KD Karthik,2006-2019,32,26,14,399,48,33.25,278,143.52,0,0,2,42,15,
134,27,Rizwan Cheema,2008-2019,24,24,2,389,72,17.68,314,123.88,0,2,5,33,28,
135,28,SJ Baard,2019-2019,13,13,2,387,92,35.18,305,126.88,0,4,1,32,13,
136,29,AA Obanda,2007-2019,30,28,2,381,79,14.65,362,105.24,0,1,5,49,7,
137,30,CJA Amini,2015-2019,23,18,4,377,60,26.92,324,116.35,0,2,2,16,13,
138,31,Mashrafe Mortaza,2006-2017,54,39,11,377,36,13.46,277,136.1,0,0,6,28,23,
139,33,J Rasu,2019-2019,13,13,0,374,74,28.76,338,110.65,0,2,0,27,16,
140,34,Hussain Talat,2018-2019,14,14,1,371,63,28.53,309,120.06,0,2,1,35,5,
141,36,JW Jenner,2019-2019,17,17,2,365,71,24.33,299,122.07,0,3,2,24,14,
142,37,PJ Moor,2016-2019,21,19,4,364,92*,24.26,286,127.27,0,1,0,22,24,
143,39,NS Dhaliwal,2019-2019,12,11,2,361,69,40.11,291,124.05,0,3,0,22,16,
144,41,L Ronchi,2008-2018,33,26,6,359,51*,17.95,256,140.23,0,1,5,30,14,
145,42,R Sandaruwan,2019-2019,10,10,1,358,103,39.77,216,165.74,1,2,2,29,24,
146,43,S Bau,2016-2019,23,17,3,356,40*,25.42,338,105.32,0,0,1,21,11,
147,45,KD Shah,2014-2019,26,22,3,351,79,18.47,340,103.23,0,2,3,26,10,
148,46,SW Billings,2015-2019,26,23,3,348,87,17.4,255,136.47,0,2,1,33,11,
149,47,S Chandramohan,2019-2019,12,12,1,348,66,31.63,292,119.17,0,3,3,33,15,
150,1,DM Bravo,2010-2019,20,18,1,340,43*,20.0,317,107.25,0,0,3,28,13,
151,2,JM Vince,2015-2019,12,12,0,340,59,28.33,275,123.63,0,1,0,34,9,
152,4,N Davin,2019-2019,16,16,1,335,54,22.33,216,155.09,0,1,1,33,15,
153,5,SA Edwards,2018-2019,29,22,8,334,42*,23.85,229,145.85,0,0,1,33,6,
154,6,Asif Ali,2018-2019,25,24,6,331,41*,18.38,258,128.29,0,0,1,15,19,
155,7,Faisal Javed,2019-2019,15,15,0,330,61,22.0,212,155.66,0,2,1,45,11,
156,8,SR Thompson,2014-2019,41,30,8,328,56,14.9,254,129.13,0,1,1,23,14,
157,11,Aamir Kaleem,2015-2019,25,22,4,325,46*,18.05,306,106.2,0,0,4,26,9,
158,13,Anshuman Rath,2015-2017,20,19,2,321,44,18.88,344,93.31,0,0,1,31,2,
159,14,N Vanua,2015-2019,25,22,8,321,54,22.92,211,152.13,0,1,4,12,23,
160,15,TM Head,2016-2018,16,15,3,319,48*,26.58,245,130.2,0,0,0,19,10,
161,16,TL Seifert,2018-2019,19,18,1,316,84,18.58,228,138.59,0,1,2,22,21,
162,17,BDH Stevens,2019-2019,17,17,1,316,44,19.75,315,100.31,0,0,1,30,6,
163,18,GJ Delany,2019-2019,17,15,3,314,89*,26.16,206,152.42,0,2,0,28,12,
164,19,N Nipiko,2019-2019,14,14,2,312,62,26.0,297,105.05,0,2,1,16,13,
165,20,N Pooran,2016-2019,16,16,3,312,58,24.0,247,126.31,0,2,1,24,17,
166,21,R Powell,2017-2019,23,18,3,311,54,20.73,250,124.4,0,2,1,26,13,
167,22,Virandeep Singh,2019-2019,12,12,0,311,57,25.91,309,100.64,0,1,1,27,7,
168,23,CR Brathwaite,2011-2019,41,27,6,310,37*,14.76,274,113.13,0,0,3,13,22,
169,24,HH Pandya,2016-2019,40,25,6,310,33*,16.31,210,147.61,0,0,2,18,19,
170,25,S Vesawkar,2014-2019,17,16,3,310,40,23.84,313,99.04,0,0,0,25,7,
171,27,NJ Ferraby,2019-2019,14,14,1,303,81*,23.3,257,117.89,0,1,2,38,2,
172,28,Tamoor Sajjad,2019-2019,12,11,2,301,68,33.44,216,139.35,0,1,1,24,14,
173,31,L Siaka,2015-2019,26,22,2,296,39,14.8,271,109.22,0,0,4,26,7,
174,32,Kamran Khan,2019-2019,14,14,1,295,52,22.69,220,134.09,0,2,0,26,17,
175,33,R Mutumbami,2015-2019,22,19,4,294,54,19.6,251,117.13,0,1,1,19,15,
176,34,B Bhandari,2014-2019,27,23,6,292,58*,17.17,262,111.45,0,2,1,23,12,
177,35,CA Lynn,2014-2018,18,16,1,291,44,19.4,221,131.67,0,0,1,28,14,
178,38,DS Airee,2018-2019,18,16,2,287,47*,20.5,260,110.38,0,0,0,22,6,
179,39,IA Karim,2013-2019,16,16,3,286,71*,22.0,299,95.65,0,2,2,30,2,
180,41,Mohammad Shahzad,2015-2017,20,20,2,281,52,15.61,239,117.57,0,1,2,25,11,
181,42,TC Bruce,2017-2019,15,15,2,279,59*,21.46,222,125.67,0,2,0,24,7,
182,43,SO Hetmyer,2018-2019,20,18,1,279,56,16.41,223,125.11,0,1,2,19,17,
183,44,TAM Siriwardana,2015-2017,22,19,3,275,42,17.18,208,132.21,0,0,4,16,12,
184,46,Amjad Javed,2014-2017,22,18,3,271,76,18.06,242,111.98,0,1,1,17,15,
185,48,Ravinderpal Singh,2019-2019,12,10,2,266,101,33.25,177,150.28,1,1,1,13,19,
186,49,PK Matautaava,2019-2019,10,10,0,265,103,26.5,156,169.87,1,1,2,19,20,
187,0,SR Taylor,2019-2019,8,8,1,265,72,37.85,207,128.01,0,2,1,28,10,
188,1,MJ Santner,2015-2019,39,27,10,263,37,15.47,205,128.29,0,0,3,22,7,
189,2,Imad Wasim,2015-2019,41,29,9,261,47,13.05,180,145.0,0,0,6,28,7,
190,3,DMW Rawlins,2019-2019,11,11,0,261,63,23.72,201,129.85,0,1,1,23,15,
191,4,Adnan Idrees,2019-2019,6,6,0,259,80,43.16,157,164.96,0,3,0,35,9,
192,7,Najeeb Tarakai,2014-2019,12,12,0,258,90,21.5,210,122.85,0,1,1,21,13,
193,8,DM de Silva,2015-2019,13,13,0,257,62,19.76,252,101.98,0,1,0,18,4,
194,9,Manpreet Singh,2019-2019,12,12,1,255,42,23.18,222,114.86,0,0,0,15,5,
195,11,RP Burl,2018-2019,16,13,3,254,57*,25.4,221,114.93,0,1,0,16,10,
196,12,HE van der Dussen,2018-2019,9,8,0,254,64,31.75,192,132.29,0,2,1,14,12,
197,13,Waqas Barkat,2014-2019,22,20,2,254,37,14.11,286,88.81,0,0,2,20,0,
198,14,SF Mire,2018-2019,9,8,0,253,94,31.62,196,129.08,0,2,0,23,13,
199,15,GH Dockrell,2010-2019,73,33,14,251,34*,13.21,207,121.25,0,0,4,14,7,
200,18,CG Williams,2019-2019,13,12,3,249,68*,27.66,210,118.57,0,1,1,15,10,
201,19,JP Kotze,2019-2019,12,12,1,245,101*,22.27,193,126.94,1,0,1,21,13,
202,20,Mohamed Rishwan,2019-2019,11,10,0,245,67,24.5,245,100.0,0,2,0,22,10,
203,21,CN Ackermann,2019-2019,11,11,3,243,43*,30.37,196,123.97,0,0,0,18,5,
204,22,Muhammad Kashif,2019-2019,10,9,4,242,53,48.4,215,112.55,0,2,0,14,13,
205,24,MA Leask,2013-2019,31,22,2,240,58,12.0,199,120.6,0,1,2,16,12,
206,25,SW Poynter,2015-2019,25,21,6,240,39,16.0,213,112.67,0,0,0,22,6,
207,26,Aizaz Khan,2014-2019,30,27,7,239,31,11.95,234,102.13,0,0,4,19,4,
208,28,Ashfaq Ahmed,2018-2019,12,12,0,238,75,19.83,185,128.64,0,3,2,32,6,
209,29,SD Hope,2017-2019,13,11,0,238,55,21.63,175,136.0,0,2,1,24,10,
210,34,MM Ali,2014-2018,25,22,6,235,72*,14.68,198,118.68,0,1,6,21,9,
211,35,F Damiao Couana,2019-2019,7,7,1,233,71*,38.83,179,130.16,0,1,0,16,14,
212,37,HT Tector,2019-2019,14,12,3,233,60,25.88,176,132.38,0,1,0,20,5,
213,38,BA Stokes,2011-2018,23,20,5,232,38,15.46,178,130.33,0,0,1,20,9,
214,39,H Gori,2019-2019,7,7,0,231,66,33.0,176,131.25,0,1,0,23,12,
215,42,Mohammed Rizlan,2019-2019,15,12,5,229,38*,32.71,218,105.04,0,0,0,14,10,
216,45,Rahmanullah Gurbaz,2019-2019,7,7,0,227,79,32.42,164,138.41,0,2,2,19,13,
217,46,C Bisson,2019-2019,14,14,2,226,54,18.83,177,127.68,0,1,3,24,5,
218,47,SS Iyer,2017-2019,14,13,3,226,62,22.6,178,126.96,0,1,1,18,9,
219,48,I Udana,2009-2019,27,19,9,226,84*,22.6,152,148.68,0,1,2,15,13,
220,49,DAS Gunaratne,2016-2017,12,12,3,225,84*,25.0,178,126.4,0,2,2,19,6,
221,0,Inam-ul-Haq,2019-2019,11,11,2,225,73*,25.0,205,109.75,0,1,1,28,2,
222,1,GSNFG Jayasuriya,2015-2019,16,14,0,225,40,16.07,203,110.83,0,0,0,17,8,
223,2,Shafiq Sharif,2019-2019,10,10,0,225,53,22.5,171,131.57,0,1,2,32,5,
224,4,CAK Walton,2014-2018,19,17,0,225,40,13.23,203,110.83,0,0,5,23,11,
225,5,DG Blampied,2019-2019,17,15,6,221,43*,24.55,222,99.54,0,0,1,14,0,
226,8,TG Southee,2008-2019,66,30,12,220,39,12.22,150,146.66,0,0,4,14,15,
227,12,CJ Jordan,2014-2019,43,25,11,216,36,15.42,166,130.12,0,0,2,16,11,
228,14,MJG Rippon,2013-2018,18,11,4,216,42,30.85,192,112.5,0,0,2,15,3,
229,15,KMDN Kulasekara,2008-2017,58,30,9,215,31,10.23,184,116.84,0,0,4,14,7,
230,16,EMDY Munaweera,2012-2017,13,13,1,215,53,17.91,164,131.09,0,1,1,25,7,
231,17,B Ward,2019-2019,13,12,3,215,58*,23.88,160,134.37,0,1,1,8,15,
232,18,S Prasanna,2013-2017,20,20,6,214,37*,15.28,161,132.91,0,0,0,13,13,
233,19,S Wickramasekara,2019-2019,5,5,2,214,104*,71.33,104,205.76,1,1,0,17,19,
234,21,Haroon Arshad,2019-2019,10,10,3,211,68,30.14,154,137.01,0,1,0,15,7,
235,22,Haris Sohail,2013-2019,14,13,2,210,52,19.09,204,102.94,0,2,1,16,3,
236,24,Khurram Nawaz,2017-2019,18,13,3,210,58,21.0,179,117.31,0,1,0,11,10,
237,25,Bilal Zalmai,2019-2019,5,4,1,208,111*,69.33,109,190.82,1,0,0,16,16,
238,26,Ghulam Shabber,2016-2019,17,14,3,208,58*,18.9,182,114.28,0,1,0,24,4,
239,27,BBJL Perera,2019-2019,8,7,1,208,67,34.66,144,144.44,0,1,0,23,8,
240,28,BMAJ Mendis,2011-2018,22,15,4,207,43*,18.81,174,118.96,0,0,1,18,6,
241,29,JJ Smit,2019-2019,12,10,2,206,59,25.75,128,160.93,0,1,0,10,14,
242,33,Ahmed Faiz,2019-2019,10,10,1,202,45,22.44,179,112.84,0,0,0,14,6,
243,37,J Butler,2019-2019,9,8,1,201,65*,28.71,214,93.92,0,1,0,20,1,
244,38,KS Leverock,2019-2019,12,12,2,201,43*,20.1,165,121.81,0,0,3,16,11,
245,39,DM Gondaria,2013-2019,11,9,2,199,85*,28.42,157,126.75,0,1,0,12,6,
246,40,R Panchal,2019-2019,9,8,3,199,71*,39.8,185,107.56,0,1,0,9,7,
247,41,Sompal Kami,2014-2019,28,19,6,198,40,15.23,176,112.5,0,0,1,15,7,
248,42,Sohail Tanvir,2007-2017,57,25,8,196,41,11.52,164,119.51,0,0,2,16,9,
249,43,Yasir Ali,2019-2019,9,9,3,196,57,32.66,183,107.1,0,1,1,11,9,
250,44,Aarif Sheikh,2018-2019,11,10,2,194,39*,24.25,181,107.18,0,0,0,18,4,
251,47,S Davizi,2019-2019,2,2,0,192,101,96.0,133,144.36,1,1,0,14,10,
252,49,R Rohan,2019-2019,10,10,0,191,49,19.1,156,122.43,0,0,1,23,6,
253,0,Ahmed Hassan,2019-2019,11,10,0,189,53,18.9,192,98.43,0,1,0,18,2,
254,5,JDS Neesham,2012-2019,18,15,4,185,42,16.81,131,141.22,0,0,1,19,8,
255,6,Umar Adam,2019-2019,11,10,1,185,53,20.55,149,124.16,0,1,1,19,6,
256,8,XM Marshall,2008-2019,13,13,0,183,36,14.07,185,98.91,0,0,2,13,6,
257,9,Mosaddek Hossain,2016-2019,14,13,4,183,34*,20.33,173,105.78,0,0,1,10,5,
258,10,Mohammad Rizwan,2015-2019,16,13,2,180,33*,16.36,184,97.82,0,0,1,14,2,
259,11,C Tommy,2019-2019,12,11,0,180,47,16.36,191,94.24,0,0,2,6,8,
260,12,CAJ Meschede,2019-2019,5,5,1,179,67,44.75,115,155.65,0,1,1,9,14,
261,14,Kaleem Shah,2019-2019,7,7,1,176,72*,29.33,170,103.52,0,1,1,21,4,
262,15,Mohammad Naveed,2015-2019,31,24,10,176,27*,12.57,147,119.72,0,0,3,17,8,
263,16,MR Marsh,2011-2018,11,11,3,175,36,21.87,151,115.89,0,0,0,7,9,
264,20,Karan KC,2015-2019,25,16,5,173,40*,15.72,126,137.3,0,0,2,9,12,
265,21,Nouman Sarwar,2019-2019,14,9,6,172,47*,57.33,128,134.37,0,0,1,16,6,
266,23,HAM Shah,2019-2019,9,8,0,172,40,21.5,168,102.38,0,0,0,18,2,
267,24,GD Elliott,2009-2017,17,15,4,171,27,15.54,157,108.91,0,0,0,12,2,
268,25,Simi Singh,2018-2019,18,17,2,169,57*,11.26,144,117.36,0,1,5,12,6,
269,28,DJ Willey,2015-2019,28,19,7,166,29*,13.83,126,131.74,0,0,1,8,10,
270,30,Tarun Sharma,2019-2019,8,8,1,164,49*,23.42,160,102.5,0,0,1,12,6,
271,32,RA Jadeja,2009-2019,46,22,8,163,25,11.64,165,98.78,0,0,2,7,4,
272,33,TWM Latham,2012-2017,13,10,0,163,39,16.3,157,103.82,0,0,0,12,2,
273,34,PD Hennessy,2019-2019,8,7,0,162,71,23.14,132,122.72,0,1,1,11,7,
274,36,NMS Param,2019-2019,8,7,2,160,72*,32.0,118,135.59,0,1,0,12,6,
275,37,RW Chakabva,2008-2019,12,12,1,159,48,14.45,134,118.65,0,0,4,12,7,
276,38,JP Faulkner,2012-2017,24,18,7,159,41*,14.45,138,115.21,0,0,0,7,5,
277,39,MC Henriques,2009-2017,11,8,3,159,62*,31.8,122,130.32,0,2,0,8,7,
278,41,A Mansale,2019-2019,14,14,0,159,38,11.35,151,105.29,0,0,4,14,5,
279,42,Mohamed Arief,2019-2019,5,5,1,159,52*,39.75,114,139.47,0,1,0,18,4,
