,Unnamed: 0,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
916,25,C Prasad,2019-2019,3,3,1,14,11,7.00,29,48.27,0,0,1,1,0,
917,26,Rakibul Hasan,2019-2019,8,4,1,14,5*,4.66,17,82.35,0,0,1,1,0,
918,27,Ravinder Singh,2019-2019,2,2,0,14,8,7.00,13,107.69,0,0,0,0,1,
919,29,Shahzad Muhammad,2019-2019,2,1,0,14,14,14.00,7,200.0,0,0,0,1,1,
920,30,S Smith,2019-2019,5,3,3,14,7*,-,27,51.85,0,0,0,0,0,
921,31,S Varathappan,2019-2019,3,3,0,14,9,4.66,14,100.0,0,0,1,3,0,
922,33,T Whiteman,2019-2019,4,2,1,14,14*,14.00,10,140.0,0,0,1,0,1,
923,35,Abdullah Sheikh,2019-2019,2,2,0,13,11,6.50,18,72.22,0,0,0,1,0,
924,37,M Cope,2019-2019,2,2,1,13,13,13.00,15,86.66,0,0,0,2,0,
925,39,JA Fitzgerald,2019-2019,4,2,2,13,11*,-,10,130.0,0,0,0,0,1,
926,46,Lucky Ali,2019-2019,2,2,0,13,7,6.50,18,72.22,0,0,0,1,0,
927,47,JL Martel,2019-2019,3,1,1,13,13*,-,6,216.66,0,0,0,1,1,
928,48,J Mees,2019-2019,3,3,2,13,7*,13.00,20,65.0,0,0,0,1,0,
929,49,Mohammad Nawaz (3),2016-2018,16,2,0,13,7,6.50,20,65.0,0,0,0,1,0,
930,1,Muhammad Hamayun,2019-2019,4,2,0,13,8,6.50,10,130.0,0,0,0,1,1,
931,2,HC Overdijk,2018-2019,4,1,0,13,13,13.00,7,185.71,0,0,0,2,0,
932,4,JA Richardson,2017-2019,9,3,2,13,7*,13.00,6,216.66,0,0,1,2,0,
933,5,OFJ Tonuu,2019-2019,4,3,1,13,6*,6.50,18,72.22,0,0,0,0,0,
934,7,Washeem Abbas,2019-2019,2,2,1,13,9*,13.00,7,185.71,0,0,0,0,1,
935,9,Arslan Ahmed,2019-2019,3,3,0,12,11,4.00,32,37.5,0,0,1,1,0,
936,10,Asad Mohammad,2019-2019,9,4,1,12,5,4.00,12,100.0,0,0,0,2,0,
937,11,Avi Dixit,2019-2019,1,1,1,12,12*,-,8,150.0,0,0,0,0,1,
938,13,Fazal Niazai,2019-2019,1,1,0,12,12,12.00,15,80.0,0,0,0,1,0,
939,14,CJ Gannon,2019-2019,4,3,2,12,7*,12.00,9,133.33,0,0,0,0,1,
940,15,R Gaznavi,2019-2019,2,2,0,12,8,6.00,12,100.0,0,0,0,2,0,
941,16,H Helva,2019-2019,4,4,0,12,7,3.00,25,48.0,0,0,2,2,0,
942,18,D Mejia,2019-2019,3,1,0,12,12,12.00,10,120.0,0,0,0,2,0,
943,20,A Patel,2019-2019,2,2,1,12,6*,12.00,23,52.17,0,0,0,2,0,
944,21,M Patel,2019-2019,3,3,0,12,8,4.00,15,80.0,0,0,1,1,1,
945,23,Raag Kapur,2019-2019,4,3,1,12,6,6.00,16,75.0,0,0,0,1,0,
946,25,MA Starc,2012-2019,28,6,2,12,4,3.00,18,66.66,0,0,0,0,0,
947,26,Ali Ivan,2019-2019,1,1,0,11,11,11.00,39,28.2,0,0,0,0,0,
948,27,Apon Mustafizur,2019-2019,2,2,0,11,11,5.50,28,39.28,0,0,1,2,0,
949,28,Atif Kamal,2019-2019,4,3,0,11,11,3.66,18,61.11,0,0,2,1,0,
950,29,A Bulow,2019-2019,2,1,0,11,11,11.00,13,84.61,0,0,0,0,1,
951,30,JD Campbell,2019-2019,2,2,0,11,11,5.50,16,68.75,0,0,1,2,0,
952,31,A Djorovic,2019-2019,2,2,0,11,9,5.50,26,42.3,0,0,0,1,0,
953,33,S Goustis,2019-2019,3,1,0,11,11,11.00,19,57.89,0,0,0,0,0,
954,39,OC McCoy,2019-2019,2,2,1,11,10,11.00,10,110.0,0,0,0,1,1,
955,40,Mahedi Hasan,2018-2018,1,1,0,11,11,11.00,11,100.0,0,0,0,1,0,
956,41,WJ Malinda,2019-2019,3,2,1,11,10*,11.00,9,122.22,0,0,0,0,1,
957,43,D Marks,2019-2019,2,2,2,11,6*,-,12,91.66,0,0,0,0,0,
958,44,BJ McCarthy,2017-2018,6,3,1,11,11*,5.50,7,157.14,0,0,2,0,1,
959,46,J Reb,2019-2019,2,2,0,11,9,5.50,14,78.57,0,0,0,1,0,
960,47,Saqlain Arshad,2019-2019,2,1,0,11,11,11.00,10,110.0,0,0,0,0,1,
961,49,Suresh Kumar,2019-2019,2,2,1,11,10*,11.00,15,73.33,0,0,0,0,0,
962,1,P Taylor,2019-2019,7,2,1,11,7*,11.00,9,122.22,0,0,0,1,0,
963,2,H Thaker,2019-2019,1,1,0,11,11,11.00,9,122.22,0,0,0,0,1,
964,3,TCW Veillard,2019-2019,4,2,1,11,8,11.00,17,64.7,0,0,0,0,0,
965,6,Zeshan Arif,2019-2019,4,1,1,11,11*,-,8,137.5,0,0,0,2,0,
966,7,Aftab Ahmed (2),2019-2019,1,1,0,10,10,10.00,13,76.92,0,0,0,1,0,
967,8,R Avery,2019-2019,4,3,0,10,9,3.33,24,41.66,0,0,1,0,0,
968,11,N Pradeep,2016-2019,14,6,5,10,8*,10.00,15,66.66,0,0,1,1,0,
969,12,S Hallett,2019-2019,4,4,0,10,5,2.50,16,62.5,0,0,1,1,0,
970,13,MJ Henry,2014-2017,6,2,1,10,10,10.00,5,200.0,0,0,0,2,0,
971,15,G Kaltongga,2019-2019,3,2,0,10,10,5.00,12,83.33,0,0,1,1,0,
972,17,ZE Matsinhe,2019-2019,7,4,1,10,6*,3.33,17,58.82,0,0,1,0,1,
973,18,Mohammad Ghazanfar,2019-2019,5,2,1,10,6*,10.00,10,100.0,0,0,0,1,0,
974,19,S Nerandzic,2019-2019,2,2,0,10,5,5.00,33,30.3,0,0,0,1,0,
975,23,SL Perera,2019-2019,2,2,0,10,7,5.00,23,43.47,0,0,0,0,0,
976,25,SHA Rance,2017-2019,8,3,0,10,8,3.33,21,47.61,0,0,0,0,0,
977,26,A Rangaswamy,2019-2019,4,3,0,10,7,3.33,13,76.92,0,0,1,0,1,
978,27,D Ravu,2019-2019,17,4,1,10,6,3.33,9,111.11,0,0,1,1,0,
979,28,GA Reynold,2019-2019,3,2,1,10,6*,10.00,10,100.0,0,0,0,0,1,
980,32,MA Wood,2015-2019,5,2,2,10,5*,-,12,83.33,0,0,0,1,0,
981,33,Zahoor Khan,2017-2019,18,5,2,10,6,3.33,19,52.63,0,0,0,1,0,
982,34,Zakir Hasan,2018-2018,1,1,0,10,10,10.00,9,111.11,0,0,0,1,0,
983,35,Abdul Rashid,2019-2019,1,1,0,9,9,9.00,24,37.5,0,0,0,0,0,
984,37,Anam Mollik,2019-2019,2,1,0,9,9,9.00,10,90.0,0,0,0,1,0,
985,38,P Arora,2019-2019,2,2,1,9,6*,9.00,4,225.0,0,0,0,0,1,
986,39,HH Banner,2019-2019,3,2,1,9,6,9.00,10,90.0,0,0,0,0,1,
987,42,BM Duckett,2019-2019,1,1,0,9,9,9.00,7,128.57,0,0,0,1,0,
988,44,H Hiri,2016-2019,5,4,0,9,4,2.25,15,60.0,0,0,0,0,0,
989,45,Iqbal Hussain,2019-2019,15,5,3,9,4*,4.50,10,90.0,0,0,1,1,0,
990,46,NA Janes,2019-2019,2,2,0,9,9,4.50,11,81.81,0,0,1,1,0,
991,47,Kaleemullah,2017-2019,6,2,0,9,9,4.50,7,128.57,0,0,1,0,1,
992,48,JS Kundi,2019-2019,6,4,0,9,6,2.25,22,40.9,0,0,1,1,0,
993,1,Muhammad Asjed,2019-2019,2,1,0,9,9,9.00,9,100.0,0,0,0,1,0,
994,2,Muhammad Wafiq,2019-2019,4,3,1,9,6*,4.50,12,75.0,0,0,1,1,0,
995,5,VRCF Poubel,2019-2019,3,3,2,9,5*,9.00,15,60.0,0,0,0,0,0,
996,6,A Poulose,2017-2017,3,3,0,9,9,3.00,14,64.28,0,0,2,2,0,
997,7,KW Richardson,2014-2019,15,2,0,9,9,4.50,8,112.5,0,0,1,0,0,
998,9,Sakib Hasan,2019-2019,2,2,0,9,8,4.50,7,128.57,0,0,0,1,0,
999,10,MM Sarwar,2019-2019,5,3,1,9,8,4.50,9,100.0,0,0,1,0,1,
1000,11,RAJ Smith,2019-2019,2,1,1,9,9*,-,7,128.57,0,0,0,1,0,
1001,12,B Stanlake,2017-2019,19,2,1,9,7,9.00,12,75.0,0,0,0,0,1,
1002,13,Syazrul Idrus,2019-2019,2,1,1,9,9*,-,8,112.5,0,0,0,1,0,
1003,14,Usman Ali,2019-2019,5,2,1,9,7,9.00,14,64.28,0,0,0,1,0,
1004,15,T Wangchuk jnr,2019-2019,2,2,0,9,9,4.50,17,52.94,0,0,1,2,0,
1005,16,S Waqas Ahmed,2019-2019,5,3,1,9,8*,4.50,20,45.0,0,0,1,0,0,
1006,17,Abbas Saad,2019-2019,2,2,0,8,8,4.00,8,100.0,0,0,1,1,0,
1007,18,S Appu,2019-2019,4,4,1,8,6,2.66,14,57.14,0,0,0,0,0,
1008,19,B Banerjee,2019-2019,6,4,2,8,6*,4.00,18,44.44,0,0,2,0,0,
1009,22,JJ Bumrah,2016-2019,42,6,4,8,7,4.00,13,61.53,0,0,1,1,0,
1010,23,Charanjeet Singh,2019-2019,3,2,2,8,8*,-,9,88.88,0,0,0,1,0,
1011,24,H Dandapani,2019-2019,5,3,2,8,5,8.00,15,53.33,0,0,0,0,0,
1012,27,JD Freyone,2019-2019,4,4,0,8,4,2.00,29,27.58,0,0,2,0,0,
1013,28,Hamza Dar,2019-2019,1,1,0,8,8,8.00,6,133.33,0,0,0,1,0,
1014,30,E Isaneez,2019-2019,3,2,2,8,7*,-,13,61.53,0,0,0,0,0,
1015,32,N Khanna,2019-2019,2,2,0,8,6,4.00,12,66.66,0,0,0,1,0,
1016,33,Khushdil Shah,2019-2019,1,1,0,8,8,8.00,11,72.72,0,0,0,0,0,
1017,34,Kuldeep Singh,2019-2019,4,3,0,8,6,2.66,16,50.0,0,0,0,0,0,
1018,35,NCK Liyanage,2019-2019,6,3,1,8,8,4.00,8,100.0,0,0,1,1,0,
1019,37,M Mooketsi,2019-2019,7,5,0,8,3,1.60,24,33.33,0,0,1,0,0,
1020,38,Mujeeb Ur Rahman,2018-2019,16,3,3,8,8*,-,8,100.0,0,0,0,1,0,
1021,39,WA Peatfield,2019-2019,8,2,1,8,7*,8.00,12,66.66,0,0,0,1,0,
1022,40,CAK Rajitha,2016-2019,10,4,2,8,5,4.00,23,34.78,0,0,1,0,0,
1023,43,Simranjit Singh,2019-2019,1,1,0,8,8,8.00,9,88.88,0,0,0,0,0,
1024,44,O Thomas,2018-2019,10,4,2,8,8*,4.00,11,72.72,0,0,2,2,0,
1025,45,R Vishwanath,2019-2019,2,2,0,8,5,4.00,10,80.0,0,0,0,1,0,
1026,47,Yasar Idrees,2019-2019,1,1,0,8,8,8.00,4,200.0,0,0,0,0,1,
1027,48,Al-Amin Hossain,2013-2019,28,6,4,7,5*,3.50,12,58.33,0,0,1,1,0,
1028,0,Aslam Mohammad,2019-2019,3,1,0,7,7,7.00,8,87.5,0,0,0,1,0,
1029,1,PRP Boissevain,2019-2019,4,2,1,7,7*,7.00,7,100.0,0,0,1,1,0,
1030,4,PKD Chase,2018-2019,12,5,4,7,4,7.00,13,53.84,0,0,0,1,0,
1031,5,DK Dahyabhai Ahir,2019-2019,2,1,0,7,7,7.00,10,70.0,0,0,0,1,0,
1032,6,P Danci,2019-2019,2,2,1,7,5,7.00,11,63.63,0,0,0,1,0,
1033,7,DC Delany,2019-2019,8,2,0,7,7,3.50,6,116.66,0,0,1,0,0,
1034,9,Kushal Malla,2019-2019,3,2,0,7,5,3.50,15,46.66,0,0,0,1,0,
1035,10,RAS Lakmal,2011-2019,11,6,3,7,5*,2.33,11,63.63,0,0,2,1,0,
1036,12,S Mahmood,2019-2019,3,2,1,7,4,7.00,7,100.0,0,0,0,1,0,
1037,13,A Nao,2017-2017,2,2,2,7,7*,-,4,175.0,0,0,0,1,0,
1038,14,Naveen-ul-Haq,2019-2019,4,2,1,7,5,7.00,7,100.0,0,0,0,1,0,
1039,15,J Nyumbu,2018-2018,2,2,2,7,6*,-,11,63.63,0,0,0,1,0,
1040,16,Qadeer Ahmed,2015-2019,10,4,3,7,5*,7.00,12,58.33,0,0,1,1,0,
1041,17,LH Rodrigues,2019-2019,4,3,2,7,4*,7.00,12,58.33,0,0,1,1,0,
1042,21,Suhail Sadiq,2019-2019,2,1,1,7,7*,-,5,140.0,0,0,0,0,1,
1043,22,Sumair Khan,2019-2019,1,1,0,7,7,7.00,6,116.66,0,0,0,1,0,
1044,24,Tanveer Ahmed,2016-2017,5,2,1,7,7*,7.00,11,63.63,0,0,1,1,0,
1045,26,Adnan Mufti,2017-2017,1,1,1,6,6*,-,7,85.71,0,0,0,0,0,
1046,27,U Aryaman Sunil,2019-2019,2,1,0,6,6,6.00,4,150.0,0,0,0,0,1,
1047,28,TS Braat,2019-2019,3,2,0,6,5,3.00,7,85.71,0,0,0,1,0,
1048,30,DE Burgess,2019-2019,4,4,0,6,3,1.50,12,50.0,0,0,2,0,0,
1049,31,SDJJ Dima,2019-2019,4,2,0,6,3,3.00,8,75.0,0,0,0,0,0,
1050,33,L Evile,2019-2019,4,1,0,6,6,6.00,7,85.71,0,0,0,1,0,
1051,35,R Hekure,2019-2019,8,4,1,6,2*,2.00,12,50.0,0,0,0,0,0,
1052,37,Javed Ahmadi,2012-2017,3,2,0,6,6,3.00,7,85.71,0,0,1,1,0,
1053,38,Jay Odedra,2019-2019,3,1,1,6,6*,-,6,100.0,0,0,0,0,0,
1054,39,D Maisuria,2019-2019,6,3,2,6,6*,6.00,11,54.54,0,0,1,0,0,
1055,40,I Master,2019-2019,2,2,0,6,4,3.00,8,75.0,0,0,0,1,0,
1056,41,Z McLaughlin,2019-2019,3,2,2,6,4*,-,16,37.5,0,0,0,0,0,
1057,43,J Mulder,2016-2017,8,4,2,6,5*,3.00,11,54.54,0,0,1,0,0,
1058,44,GBW Munaweera,2019-2019,5,1,1,6,6*,-,7,85.71,0,0,0,0,0,
1059,45,L Ngidi,2017-2018,7,2,1,6,4,6.00,9,66.66,0,0,0,0,0,
1060,46,Omar Hayat,2019-2019,2,2,0,6,5,3.00,4,150.0,0,0,0,0,0,
1061,48,Shoaib Ali,2019-2019,5,2,0,6,6,3.00,10,60.0,0,0,1,0,0,
1062,49,OF Smith,2018-2018,2,1,0,6,6,6.00,5,120.0,0,0,0,1,0,
1063,1,HER Tyler,2019-2019,2,1,0,6,6,6.00,9,66.66,0,0,0,0,0,
1064,2,TC Vine,2019-2019,6,1,1,6,6*,-,7,85.71,0,0,0,1,0,
1065,3,CA Young,2015-2019,26,7,5,6,2*,3.00,11,54.54,0,0,0,0,0,
1066,4,SA Abbott,2014-2019,4,1,0,5,5,5.00,8,62.5,0,0,0,1,0,
1067,6,Anwar Rahman,2019-2019,9,4,1,5,3*,1.66,8,62.5,0,0,1,0,0,
1068,7,Arslan Ahmed,2019-2019,3,1,0,5,5,5.00,13,38.46,0,0,0,0,0,
1069,9,Atif Mehmood,2019-2019,9,2,2,5,5*,-,8,62.5,0,0,0,0,0,
1070,10,MA Baig,2019-2019,7,4,0,5,5,1.25,12,41.66,0,0,3,1,0,
1071,11,A Bhagwat,2019-2019,4,4,0,5,3,1.25,16,31.25,0,0,1,0,0,
1072,12,A Bohara,2019-2019,17,5,2,5,3*,1.66,12,41.66,0,0,2,0,0,
1073,14,T Caruana,2019-2019,2,1,0,5,5,5.00,13,38.46,0,0,0,0,0,
1074,15,Hasheem Shahzad,2019-2019,2,2,0,5,5,2.50,9,55.55,0,0,1,1,0,
1075,16,Imran Ali,2019-2019,4,2,1,5,5*,5.00,6,83.33,0,0,1,0,0,
1076,17,Junaid Siddique,2019-2019,8,4,1,5,3,1.66,17,29.41,0,0,1,0,0,
1077,18,I Katzarski,2019-2019,3,2,0,5,3,2.50,12,41.66,0,0,0,0,0,
1078,19,D Kegasitswe,2019-2019,4,2,2,5,4*,-,11,45.45,0,0,0,0,0,
1079,20,TCR Kimber,2019-2019,3,3,0,5,2,1.66,13,38.46,0,0,0,0,0,
1080,21,A Krishna,2019-2019,4,2,1,5,4,5.00,3,166.66,0,0,0,1,0,
1081,22,AM McCarthy,2018-2018,1,1,0,5,5,5.00,8,62.5,0,0,0,0,0,
1082,25,Mohammad Hasnain,2019-2019,4,3,2,5,4*,5.00,12,41.66,0,0,0,1,0,
1083,27,A Morris,2019-2019,6,4,2,5,3*,2.50,17,29.41,0,0,1,0,0,
1084,28,GRD Munasinghe,2019-2019,8,4,1,5,4*,1.66,13,38.46,0,0,2,1,0,
1085,31,A Nanda,2019-2019,3,1,0,5,5,5.00,5,100.0,0,0,0,1,0,
1086,32,GM Ntambalika,2019-2019,3,1,0,5,5,5.00,11,45.45,0,0,0,0,0,
1087,33,Parvez Rasool,2017-2017,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0,
1088,34,NK Patel,2019-2019,4,2,1,5,5*,5.00,10,50.0,0,0,1,0,0,
1089,35,D Paterson,2017-2018,8,2,1,5,4*,5.00,2,250.0,0,0,0,1,0,
1090,37,JE Pitcher,2019-2019,3,1,1,5,5*,-,4,125.0,0,0,0,0,0,
1091,39,K Rabada,2014-2019,21,4,2,5,5*,2.50,12,41.66,0,0,2,0,0,
1092,41,BM Scholtz,2019-2019,14,4,3,5,3*,5.00,10,50.0,0,0,1,0,0,
1093,43,M Spry,2019-2019,4,2,1,5,3*,5.00,11,45.45,0,0,0,0,0,
1094,45,BM Tickner,2019-2019,3,1,1,5,5*,-,6,83.33,0,0,0,0,0,
1095,47,C Vorster,2019-2019,1,1,0,5,5,5.00,8,62.5,0,0,0,0,0,
1096,48,TD Astle,2016-2019,3,2,0,4,3,2.00,10,40.0,0,0,0,0,0,
1097,49,Baljit Singh,2019-2019,8,3,0,4,3,1.33,16,25.0,0,0,1,0,0,
1098,1,P Bharat Patel,2019-2019,2,1,1,4,4*,-,7,57.14,0,0,0,0,0,
1099,2,SR Bhudia,2019-2019,4,3,1,4,3,2.00,16,25.0,0,0,1,0,0,
1100,5,PR Brown,2019-2019,4,1,1,4,4*,-,9,44.44,0,0,0,0,0,
1101,7,YS Chahal,2016-2019,36,3,2,4,3*,4.00,9,44.44,0,0,0,0,0,
1102,10,AB Dursak,2019-2019,4,4,0,4,3,1.00,24,16.66,0,0,2,0,0,
1103,11,C Emmott,2019-2019,2,2,0,4,4,2.00,11,36.36,0,0,1,0,0,
1104,13,K Gore,2019-2019,4,1,1,4,4*,-,3,133.33,0,0,0,0,0,
1105,14,Ibrahim Rizan,2019-2019,5,3,1,4,3,2.00,14,28.57,0,0,0,0,0,
1106,15,Imran Haider,2016-2019,11,2,2,4,4*,-,8,50.0,0,0,0,0,0,
1107,16,H Ivanov,2019-2019,3,1,0,4,4,4.00,6,66.66,0,0,0,0,0,
1108,18,MF Koc,2019-2019,2,2,1,4,4*,4.00,15,26.66,0,0,1,0,0,
1109,19,CBRLS Kumara,2019-2019,3,1,0,4,4,4.00,2,200.0,0,0,0,1,0,
1110,21,NM Lyon,2016-2018,2,1,1,4,4*,-,4,100.0,0,0,0,0,0,
1111,24,Mohammad Irfan,2012-2019,22,4,4,4,2*,-,8,50.0,0,0,0,0,0,
1112,26,Muhammad Khurram,2019-2019,5,3,0,4,3,1.33,20,20.0,0,0,1,0,0,
1113,27,Muhammad Rafique,2019-2019,2,1,0,4,4,4.00,5,80.0,0,0,0,0,0,
1114,31,Pavandeep Singh,2019-2019,10,4,3,4,2*,4.00,7,57.14,0,0,0,0,0,
1115,32,Qasim Zia,2019-2019,3,1,1,4,4*,-,1,400.0,0,0,0,1,0,
1116,34,CB Sole,2017-2018,4,1,1,4,4*,-,2,200.0,0,0,0,1,0,
1117,35,CR Suryawanshi,2019-2019,3,2,0,4,4,2.00,6,66.66,0,0,1,0,0,
1118,36,K Suttisan,2019-2019,2,2,0,4,4,2.00,5,80.0,0,0,1,1,0,
1119,39,T Tshose,2019-2019,2,2,2,4,4*,-,6,66.66,0,0,0,0,0,
1120,40,T Ulutuna,2019-2019,3,3,0,4,4,1.33,9,44.44,0,0,2,1,0,
1121,41,S Vashisht,2019-2019,3,1,0,4,4,4.00,6,66.66,0,0,0,1,0,
1122,42,Abu Jayed,2018-2018,3,2,0,3,2,1.50,7,42.85,0,0,0,0,0,
1123,43,GJ Agius,2019-2019,2,2,0,3,3,1.50,15,20.0,0,0,1,0,0,
1124,44,Amir Hayat,2018-2019,4,2,0,3,3,1.50,6,50.0,0,0,1,0,0,
1125,45,Amjad Mahboob,2019-2019,11,5,1,3,1*,0.75,14,21.42,0,0,2,0,0,
1126,46,A Aspiotis,2019-2019,3,1,1,3,3*,-,4,75.0,0,0,0,0,0,
1127,48,P Bhart,2019-2019,5,3,2,3,2*,3.00,17,17.64,0,0,1,0,0,
1128,49,S Byrne,2019-2019,2,2,0,3,3,1.50,9,33.33,0,0,1,0,0,
1129,1,D de la Puente,2019-2019,2,2,1,3,2*,3.00,7,42.85,0,0,0,0,0,
1130,2,ST de Silva,2017-2017,3,2,0,3,3,1.50,7,42.85,0,0,1,0,0,
1131,3,Fahad Ali,2019-2019,3,3,0,3,2,1.00,14,21.42,0,0,1,0,0,
1132,5,Fida Hussain,2019-2019,2,1,1,3,3*,-,4,75.0,0,0,0,0,0,
1133,6,WT Gavera,2015-2017,6,2,0,3,2,1.50,6,50.0,0,0,0,0,0,
1134,7,JOA Gordon,2013-2019,7,2,2,3,2*,-,6,50.0,0,0,0,0,0,
1135,9,Ibrahim Nashath,2019-2019,3,2,1,3,3*,3.00,5,60.0,0,0,1,0,0,
1136,10,Javed Maroofkhail,2019-2019,2,1,0,3,3,3.00,8,37.5,0,0,0,0,0,
1137,14,Mahmad Data,2019-2019,2,1,0,3,3,3.00,5,60.0,0,0,0,0,0,
1138,16,R Olipa,2019-2019,2,1,0,3,3,3.00,4,75.0,0,0,0,0,0,
1139,17,M Patel,2019-2019,2,1,1,3,3*,-,6,50.0,0,0,0,0,0,
1140,18,LN Rajbanshi,2018-2019,12,2,1,3,3,3.00,7,42.85,0,0,0,0,0,
1141,21,LA Simango,2019-2019,3,2,1,3,2,3.00,4,75.0,0,0,0,0,0,
1142,23,MJ Swepson,2018-2018,1,1,1,3,3*,-,4,75.0,0,0,0,0,0,
1143,24,Tauqeer Hussain,2019-2019,4,1,1,3,3*,-,3,100.0,0,0,0,0,0,
1144,25,R Ulutuna,2019-2019,4,4,0,3,1,0.75,16,18.75,0,0,1,0,0,
1145,26,SMK Waththage,2019-2019,5,1,0,3,3,3.00,5,60.0,0,0,0,0,0,
1146,28,Abdullah Mahmood,2019-2019,1,1,0,2,2,2.00,2,100.0,0,0,0,0,0,
1147,29,AG Achar,2019-2019,3,2,2,2,2*,-,2,100.0,0,0,0,0,0,
1148,30,N Advani,2019-2019,1,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
1149,31,Aftab Alam,2012-2018,12,5,3,2,1*,1.00,9,22.22,0,0,1,0,0,
1150,32,Areeb Quadir,2019-2019,2,1,0,2,2,2.00,12,16.66,0,0,0,0,0,
1151,33,Arshad Hayat,2019-2019,6,2,0,2,2,1.00,7,28.57,0,0,1,0,0,
1152,35,Bashir Shah,2019-2019,4,2,2,2,1*,-,2,100.0,0,0,0,0,0,
1153,39,P Buccimazza,2019-2019,4,2,0,2,1,1.00,13,15.38,0,0,0,0,0,
1154,40,A Carthew,2019-2019,4,1,1,2,2*,-,2,100.0,0,0,0,0,0,
1155,41,S Chophel,2019-2019,1,1,1,2,2*,-,5,40.0,0,0,0,0,0,
1156,42,H Dajc,2019-2019,2,2,1,2,2*,2.00,3,66.66,0,0,1,0,0,
1157,44,MVT Fernando,2017-2017,1,1,0,2,2,2.00,2,100.0,0,0,0,0,0,
1158,45,C Fry,2019-2019,3,1,0,2,2,2.00,6,33.33,0,0,0,0,0,
1159,46,BD Glover,2019-2019,19,4,3,2,1*,2.00,8,25.0,0,0,1,0,0,
1160,47,Jandu Hamoud,2019-2019,6,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
1161,0,A Husain,2019-2019,5,1,1,2,2*,-,1,200.0,0,0,0,0,0,
1162,1,Ilyas Ahmed,2019-2019,6,3,2,2,1*,2.00,3,66.66,0,0,0,0,0,
1163,3,S Kansoy,2019-2019,4,4,0,2,2,0.50,7,28.57,0,0,3,0,0,
1164,6,I Lisboa,2019-2019,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
1165,7,J Long,2019-2019,2,1,1,2,2*,-,6,33.33,0,0,0,0,0,
1166,8,T Lungameni,2019-2019,6,1,1,2,2*,-,2,100.0,0,0,0,0,0,
1167,10,Muslim Yar,2019-2019,7,1,0,2,2,2.00,6,33.33,0,0,0,0,0,
1168,11,S Nadigotla,2019-2019,2,1,0,2,2,2.00,6,33.33,0,0,0,0,0,
1169,13,W Nalisa,2019-2019,9,3,2,2,1*,2.00,4,50.0,0,0,1,0,0,
1170,14,Nazwan Ismail,2019-2019,3,1,1,2,2*,-,2,100.0,0,0,0,0,0,
1171,15,A Ndlovu,2019-2019,3,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
1172,16,K Nima,2019-2019,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
1173,17,Noman Kamawi,2019-2019,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0,
1174,19,S Saeed,2019-2019,5,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
1175,20,Saqlain Ali,2019-2019,2,1,0,2,2,2.00,6,33.33,0,0,0,0,0,
1176,21,Shoaib Gazi Hossain,2019-2019,4,1,0,2,2,2.00,5,40.0,0,0,0,0,0,
1177,22,Suhrid Roy,2019-2019,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
1178,23,A Tripathi,2019-2019,3,2,2,2,1*,-,4,50.0,0,0,0,0,0,
1179,25,Usman Shinwari,2013-2019,16,3,3,2,2*,-,3,66.66,0,0,0,0,0,
1180,26,S Vijayakumar,2019-2019,9,2,0,2,1,1.00,5,40.0,0,0,0,0,0,
1181,28,Waqar Khan,2019-2019,4,2,1,2,2*,2.00,3,66.66,0,0,1,0,0,
1182,29,Waqas Raja,2019-2019,1,1,1,2,2*,-,2,100.0,0,0,0,0,0,
1183,31,BTJ Wheal,2016-2017,5,2,2,2,2*,-,2,100.0,0,0,0,0,0,
1184,32,UT Yadav,2012-2019,7,1,0,2,2,2.00,4,50.0,0,0,0,0,0,
1185,34,Z Abbasi,2019-2019,1,1,0,1,1,1.00,5,20.0,0,0,0,0,0,
1186,35,KK Ahmed,2018-2019,14,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1187,36,J Allen,2019-2019,2,2,1,1,1*,1.00,4,25.0,0,0,1,0,0,
1188,37,HS Alta,2019-2019,4,4,1,1,1*,0.33,10,10.0,0,0,3,0,0,
1189,39,B Angeltti,2019-2019,3,1,0,1,1,1.00,4,25.0,0,0,0,0,0,
1190,40,V Ateak,2019-2019,4,1,1,1,1*,-,2,50.0,0,0,0,0,0,
1191,41,Awais Malik,2019-2019,11,4,0,1,1,0.25,4,25.0,0,0,3,0,0,
1192,42,Babar Ali,2019-2019,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1193,44,S Bhari,2019-2019,6,3,2,1,1*,1.00,5,20.0,0,0,1,0,0,
1194,47,N Buckle,2019-2019,3,1,1,1,1*,-,1,100.0,0,0,0,0,0,
1195,48,DL Chahar,2018-2019,10,2,2,1,1*,-,1,100.0,0,0,0,0,0,
1196,2,B Dugic,2019-2019,2,1,0,1,1,1.00,4,25.0,0,0,0,0,0,
