,Unnamed: 0,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
1297,2,Simandeep Singh,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1298,3,Simranjit Singh,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1299,5,H Singh,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1300,6,S Singh,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1301,7,JR Singleton,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1302,8,RM Siri,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1303,11,S Smith,2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
1304,14,S Sohal,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1305,15,M Sohel Patel,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1306,17,ES Soto,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1307,18,L Sreekumar,2017-2017,1,-,-,-,-,-,-,-,-,-,-,-,
1308,19,H Srinivasan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1309,20,AJ Staal,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1310,21,BS Stephenson,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1311,22,MWR Stokes,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1312,23,F Stoman,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1313,25,GM Strydom,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1314,27,Sultan Ahmed,2015-2017,17,-,-,-,-,-,-,-,-,-,-,-,
1315,28,Sumair Khan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1316,29,Suraj Kumar,2019-2019,13,-,-,-,-,-,-,-,-,-,-,-,
1317,31,K Suttisan,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1318,32,P Syafiq Ali,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1319,34,Talha Khan,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1320,35,Tamim Iqbal,2007-2018,75,-,-,-,-,-,-,-,-,-,-,-,
1321,36,R Tari,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1322,37,LRPL Taylor,2006-2019,95,-,-,-,-,-,-,-,-,-,-,-,
1323,38,HT Tector,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1324,39,VE Tembo,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1325,41,H Thaker,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1326,42,WU Tharanga,2006-2018,26,-,-,-,-,-,-,-,-,-,-,-,
1327,45,RA Thomas,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1328,46,GJ Thompson,2016-2019,10,-,-,-,-,-,-,-,-,-,-,-,
1329,48,C Tommy,2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1330,49,OFJ Tonuu,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1331,1,A Tripathi,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1332,3,LJ Tucker,2016-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1333,4,ML Udawatte,2008-2017,8,-,-,-,-,-,-,-,-,-,-,-,
1334,5,T Ulutuna,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1335,6,J Umanath,2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
1336,7,Umar Akmal,2009-2019,84,-,-,-,-,-,-,-,-,-,-,-,
1337,8,Umar Amin,2013-2018,14,-,-,-,-,-,-,-,-,-,-,-,
1338,9,TP Ura,2015-2019,23,-,-,-,-,-,-,-,-,-,-,-,
1339,10,Usman Ghani,2015-2019,19,-,-,-,-,-,-,-,-,-,-,-,
1340,13,Usman Waheed,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1341,15,HE van der Dussen,2018-2019,9,-,-,-,-,-,-,-,-,-,-,-,
1342,18,S Varathappan,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1343,19,JNT Vare,2015-2017,8,-,-,-,-,-,-,-,-,-,-,-,
1344,21,G Venkateswaran,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1345,22,Vikramjit Singh,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1346,24,JM Vince,2015-2019,12,-,-,-,-,-,-,-,-,-,-,-,
1347,26,Vinod Kumar,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1348,27,J Vira,2019-2019,14,-,-,-,-,-,-,-,-,-,-,-,
1349,28,TP Visee,2015-2019,27,-,-,-,-,-,-,-,-,-,-,-,
1350,29,Vishal Ahir,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1351,30,R Vishwanath,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1352,33,CD Wallace,2012-2019,19,-,-,-,-,-,-,-,-,-,-,-,
1353,34,CAK Walton,2014-2018,19,-,-,-,-,-,-,-,-,-,-,-,
1354,35,T Wangchuk jnr,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1355,36,DA Warner,2009-2019,76,-,-,-,-,-,-,-,-,-,-,-,
1356,40,D Weston,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1357,41,SA Wijeyeratne,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1358,42,OR Willis,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1359,43,GC Wilson,2008-2019,78,-,-,-,-,-,-,-,-,-,-,-,
1360,44,AS Wright,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
1361,45,Yasar Idrees,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1362,46,KJ Young,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
1363,47,Zaheer Ibrahim,2019-2019,13,-,-,-,-,-,-,-,-,-,-,-,
1364,48,Zakir Hasan,2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,
1365,49,Zameer Khan,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1366,1,Ziaur Rehman,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
1367,2,Zishan Shah,2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
1368,3,Zubaidi Zulkifle,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
