,Date,Team1Players,Team2Players,DreamTeamPlayers
288,2018-04-27,"P Shaw,C Munro,S Iyer,R Pant,G Maxwell,V Shankar,R Tewatia,L Plunkett,A Mishra,A Khan,T Boult","C Lynn,S Narine,R Uthappa,N Rana,K Karthik,S Gill,A Russell,S Mavi,P Chawla,M Johnson,K Yadav",
289,2018-04-26,"S Dhawan,K Williamson,W Saha,M Pandey,S Hasan,Y Pathan,M Nabi,R Khan,B Thampi,S Kaul,S Sharma","K Rahul,C Gayle,M Agarwal,K Nair,A Finch,M Tiwary,R Ashwin,A Tye,B Sran,A Rajpoot,M Rahman",
290,2018-04-25,"Q Kock,V Kohli,A Villiers,C Anderson,M Singh,C Grandhomme,P Negi,W Sundar,U Yadav,M Siraj,Y Chahal","S Watson,A Rayudu,S Raina,S Billings,R Jadeja,M Dhoni,D Bravo,H Singh,D Chahar,S Thakur,I Tahir",
291,2018-04-24,"S Dhawan,K Williamson,W Saha,M Pandey,S Hasan,Y Pathan,M Nabi,R Khan,B Thampi,S Kaul,S Sharma","S Yadav,E Lewis,I Kishan,R Sharma,K Pandya,K Pollard,H Pandya,M McClenaghan,M Markande,J Bumrah,M Rahman",
292,2018-04-23,"K Rahul,A Finch,M Agarwal,K Nair,Y Singh,D Miller,R Ashwin,A Tye,B Sran,A Rajpoot,M Rahman","P Shaw,G Gambhir,G Maxwell,S Iyer,R Pant,D Christian,R Tewatia,L Plunkett,A Mishra,A Khan,T Boult",
293,2018-04-22,"S Yadav,E Lewis,I Kishan,K Pollard,R Sharma,K Pandya,H Pandya,M McClenaghan,M Markande,J Bumrah,M Rahman","A Rahane,R Tripathi,S Samson,B Stokes,J Buttler,H Klaasen,J Archer,K Gowtham,J Unadkat,D Kulkarni,S Gopal",
294,2018-04-22,"S Watson,F Plessis,S Raina,A Rayudu,M Dhoni,S Billings,D Bravo,R Jadeja,D Chahar,K Sharma,S Thakur","R Bhui,K Williamson,M Pandey,D Hooda,S Hasan,Y Pathan,W Saha,R Khan,B Kumar,B Stanlake,S Kaul",
295,2018-04-21,"J Roy,G Gambhir,S Iyer,R Pant,G Maxwell,R Tewatia,C Morris,V Shankar,S Nadeem,H Patel,T Boult","Q Kock,M Vohra,V Kohli,A Villiers,C Anderson,M Singh,W Sundar,C Woakes,U Yadav,M Siraj,Y Chahal",
296,2018-04-21,"C Lynn,S Narine,R Uthappa,N Rana,K Karthik,A Russell,S Gill,T Curran,P Chawla,S Mavi,K Yadav","K Rahul,C Gayle,M Agarwal,K Nair,A Finch,Y Singh,R Ashwin,A Tye,B Sran,M Rahman,A Rajpoot",
297,2018-04-20,"S Watson,A Rayudu,S Raina,M Dhoni,S Billings,D Bravo,R Jadeja,D Chahar,K Sharma,S Thakur,I Tahir","A Rahane,H Klaasen,S Samson,B Stokes,J Buttler,R Tripathi,S Binny,K Gowtham,S Gopal,J Unadkat,B Laughlin",
298,2018-04-19,"K Rahul,C Gayle,M Agarwal,K Nair,A Finch,Y Singh,R Ashwin,A Tye,B Sran,M Sharma,M Rahman","W Saha,S Dhawan,K Williamson,Y Pathan,M Pandey,D Hooda,S Hasan,C Jordan,B Kumar,R Khan,S Kaul",
299,2018-04-18,"A Rahane,D Short,S Samson,R Tripathi,B Stokes,J Buttler,K Gowtham,S Gopal,D Kulkarni,J Unadkat,B Laughlin","S Narine,C Lynn,R Uthappa,N Rana,K Karthik,A Russell,S Gill,T Curran,P Chawla,S Mavi,K Yadav",
300,2018-04-17,"S Yadav,E Lewis,I Kishan,R Sharma,K Pandya,K Pollard,H Pandya,M McClenaghan,M Markande,J Bumrah,M Rahman","V Kohli,Q Kock,A Villiers,M Singh,C Anderson,W Sundar,S Khan,C Woakes,U Yadav,M Siraj,Y Chahal",
301,2018-04-16,"C Lynn,S Narine,R Uthappa,N Rana,K Karthik,A Russell,S Gill,T Curran,P Chawla,S Mavi,K Yadav","G Gambhir,J Roy,S Iyer,R Pant,G Maxwell,R Tewatia,V Shankar,C Morris,M Shami,S Nadeem,T Boult",
302,2018-04-15,"K Rahul,C Gayle,M Agarwal,Y Singh,A Finch,K Nair,R Ashwin,A Tye,B Sran,M Sharma,M Rahman","S Watson,M Vijay,A Rayudu,S Billings,M Dhoni,R Jadeja,D Bravo,D Chahar,H Singh,S Thakur,I Tahir",
303,2018-04-15,"A Rahane,D Short,S Samson,B Stokes,J Buttler,R Tripathi,K Gowtham,S Gopal,D Kulkarni,J Unadkat,B Laughlin","B McCullum,Q Kock,V Kohli,A Villiers,M Singh,P Negi,W Sundar,C Woakes,U Yadav,K Khejroliya,Y Chahal",
304,2018-04-14,"R Uthappa,C Lynn,N Rana,S Narine,K Karthik,A Russell,S Gill,S Mavi,M Johnson,P Chawla,K Yadav","W Saha,S Dhawan,K Williamson,M Pandey,S Hasan,D Hooda,Y Pathan,B Kumar,R Khan,S Kaul,B Stanlake",
305,2018-04-14,"S Yadav,E Lewis,I Kishan,R Sharma,K Pollard,K Pandya,H Pandya,A Dananjaya,M Markande,J Bumrah,M Rahman","J Roy,G Gambhir,R Pant,G Maxwell,S Iyer,V Shankar,D Christian,R Tewatia,S Nadeem,M Shami,T Boult",
306,2018-04-13,"K Rahul,M Agarwal,A Finch,Y Singh,K Nair,M Stoinis,A Patel,R Ashwin,A Tye,M Sharma,M Rahman","Q Kock,B McCullum,V Kohli,A Villiers,S Khan,M Singh,C Woakes,W Sundar,U Yadav,K Khejroliya,Y Chahal",
307,2018-04-12,"R Sharma,E Lewis,I Kishan,S Yadav,K Pandya,K Pollard,B Cutting,P Sangwan,M Markande,J Bumrah,M Rahman","W Saha,S Dhawan,K Williamson,M Pandey,S Hasan,D Hooda,Y Pathan,R Khan,S Kaul,S Sharma,B Stanlake",
308,2018-04-11,"A Rahane,D Short,B Stokes,S Samson,J Buttler,R Tripathi,K Gowtham,S Gopal,D Kulkarni,J Unadkat,B Laughlin","G Maxwell,C Munro,R Pant,C Morris,V Shankar,S Iyer,G Gambhir,R Tewatia,S Nadeem,T Boult,M Shami",
309,2018-04-10,"C Lynn,S Narine,R Uthappa,N Rana,K Karthik,R Singh,A Russell,T Curran,R Kumar,K Yadav,P Chawla","S Watson,A Rayudu,S Raina,M Dhoni,S Billings,R Jadeja,D Bravo,D Chahar,H Singh,S Thakur,I Tahir",
310,2018-04-09,"A Rahane,D Short,S Samson,B Stokes,R Tripathi,J Buttler,K Gowtham,S Gopal,D Kulkarni,J Unadkat,B Laughlin","W Saha,S Dhawan,K Williamson,M Pandey,D Hooda,Y Pathan,S Hasan,R Khan,B Kumar,B Stanlake,S Kaul",
311,2018-04-08,"C Munro,G Gambhir,S Iyer,V Shankar,R Pant,R Tewatia,C Morris,D Christian,A Mishra,T Boult,M Shami","K Rahul,M Agarwal,Y Singh,K Nair,D Miller,M Stoinis,A Patel,R Ashwin,A Tye,M Sharma,M Rahman",
312,2018-04-08,"B McCullum,Q Kock,V Kohli,A Villiers,S Khan,M Singh,C Woakes,W Sundar,U Yadav,K Khejroliya,Y Chahal","S Narine,C Lynn,R Uthappa,N Rana,K Karthik,R Singh,A Russell,R Kumar,P Chawla,M Johnson,K Yadav",
313,2018-04-07,"R Sharma,E Lewis,I Kishan,S Yadav,H Pandya,K Pandya,K Pollard,J Bumrah,M McClenaghan,M Rahman,M Markande","S Watson,A Rayudu,S Raina,K Jadhav,M Dhoni,R Jadeja,D Bravo,D Chahar,H Singh,M Wood,I Tahir",
314,2017-05-21,"L Simmons,P Patel,A Rayudu,R Sharma,K Pandya,K Pollard,H Pandya,K Sharma,M Johnson,J Bumrah,S Malinga","A Rahane,R Tripathi,S Smith,M Dhoni,M Tiwary,D Christian,W Sundar,L Ferguson,A Zampa,S Thakur,J Unadkat",
315,2017-05-19,"L Simmons,P Patel,A Rayudu,R Sharma,K Pandya,K Pollard,H Pandya,M Johnson,K Sharma,J Bumrah,S Malinga","C Lynn,S Narine,G Gambhir,R Uthappa,I Jaggi,C Grandhomme,S Yadav,P Chawla,N Coulter-Nile,U Yadav,A Rajpoot",
316,2017-05-17,"D Warner,S Dhawan,K Williamson,Y Singh,V Shankar,N Ojha,C Jordan,B Sharma,B Kumar,R Khan,S Kaul","R Uthappa,C Lynn,Y Pathan,G Gambhir,I Jaggi,S Yadav,S Narine,P Chawla,U Yadav,N Coulter-Nile,T Boult",
317,2017-05-16,"L Simmons,P Patel,R Sharma,A Rayudu,K Pollard,H Pandya,K Pandya,M McClenaghan,K Sharma,J Bumrah,S Malinga","A Rahane,R Tripathi,S Smith,M Tiwary,M Dhoni,D Christian,W Sundar,L Ferguson,A Zampa,S Thakur,J Unadkat",
318,2017-05-14,"S Samson,K Nair,S Iyer,R Pant,M Samuels,C Anderson,P Cummins,A Mishra,M Shami,S Nadeem,Z Khan","C Gayle,V Vinod,V Kohli,T Head,K Jadhav,S Baby,S Watson,P Negi,H Patel,A Khan,Y Chahal",
319,2017-05-14,"A Rahane,R Tripathi,S Smith,B Stokes,M Tiwary,M Dhoni,D Christian,W Sundar,S Thakur,J Unadkat,A Zampa","M Guptill,W Saha,S Marsh,E Morgan,R Tewatia,G Maxwell,A Patel,S Singh,M Sharma,I Sharma,S Sharma",
320,2017-05-13,"S Narine,C Lynn,G Gambhir,R Uthappa,M Pandey,Y Pathan,C Grandhomme,K Yadav,U Yadav,T Boult,A Rajpoot","S Tiwary,L Simmons,R Sharma,A Rayudu,K Pollard,H Pandya,K Pandya,K Sharma,M Johnson,R Kumar,T Southee",
321,2017-05-13,"D Smith,I Kishan,S Raina,K Karthik,A Finch,R Jadeja,J Faulkner,P Sangwan,A Soni,P Kumar,M Patel","D Warner,S Dhawan,M Henriques,V Shankar,D Hooda,M Nabi,N Ojha,B Kumar,R Khan,S Kaul,M Siraj",
322,2017-05-12,"S Samson,K Nair,S Iyer,R Pant,M Samuels,C Anderson,P Cummins,A Mishra,M Shami,S Nadeem,Z Khan","A Rahane,R Tripathi,S Smith,M Tiwary,B Stokes,M Dhoni,D Christian,W Sundar,S Thakur,J Unadkat,A Zampa",
323,2017-05-11,"L Simmons,P Patel,N Rana,R Sharma,K Pollard,H Pandya,K Sharma,H Singh,M McClenaghan,J Bumrah,S Malinga","M Guptill,W Saha,G Maxwell,S Marsh,A Patel,M Vohra,R Tewatia,M Sharma,S Sharma,I Sharma,M Henry",
324,2017-05-10,"D Smith,I Kishan,S Raina,K Karthik,A Finch,R Jadeja,J Faulkner,D Kulkarni,P Sangwan,B Thampi,A Soni","S Samson,K Nair,R Pant,S Iyer,M Samuels,C Anderson,C Brathwaite,P Cummins,M Shami,A Mishra,Z Khan",
325,2017-05-09,"M Guptill,M Vohra,S Marsh,W Saha,G Maxwell,A Patel,S Singh,R Tewatia,M Henry,M Sharma,S Sharma","S Narine,C Lynn,G Gambhir,R Uthappa,M Pandey,C Grandhomme,Y Pathan,C Woakes,U Yadav,K Yadav,A Rajpoot",
326,2017-05-08,"D Warner,S Dhawan,M Henriques,Y Singh,V Shankar,M Nabi,N Ojha,B Kumar,R Khan,S Kaul,M Siraj","L Simmons,P Patel,N Rana,R Sharma,H Pandya,K Pollard,K Sharma,H Singh,M McClenaghan,J Bumrah,S Malinga",
327,2017-05-07,"C Gayle,M Singh,V Kohli,A Villiers,T Head,K Jadhav,P Negi,S Aravind,S Badree,A Choudhary,Y Chahal","C Lynn,S Narine,C Grandhomme,G Gambhir,M Pandey,Y Pathan,S Jackson,C Woakes,U Yadav,P Chawla,A Rajpoot",
328,2017-05-07,"M Guptill,H Amla,S Marsh,G Maxwell,A Patel,W Saha,G Singh,M Sharma,S Sharma,V Aaron,T Natarajan","D Smith,I Kishan,S Raina,K Karthik,A Finch,R Jadeja,J Faulkner,D Kulkarni,P Sangwan,B Thampi,A Soni",
329,2017-05-06,"S Samson,K Nair,S Iyer,R Pant,C Anderson,M Samuels,P Cummins,K Rabada,A Mishra,M Shami,Z Khan","L Simmons,P Patel,K Pollard,R Sharma,H Pandya,N Rana,K Sharma,H Singh,M McClenaghan,S Malinga,J Bumrah",
330,2017-05-06,"D Warner,S Dhawan,K Williamson,Y Singh,M Henriques,N Ojha,B Sharma,R Khan,B Kumar,S Kaul,A Nehra","A Rahane,R Tripathi,S Smith,B Stokes,M Dhoni,D Christian,M Tiwary,W Sundar,S Thakur,J Unadkat,I Tahir",
331,2017-05-05,"M Singh,C Gayle,V Kohli,A Villiers,K Jadhav,S Watson,P Negi,S Aravind,S Badree,A Choudhary,Y Chahal","H Amla,M Guptill,S Marsh,M Vohra,W Saha,G Maxwell,A Patel,M Sharma,V Aaron,S Sharma,T Natarajan",
332,2017-05-04,"S Samson,K Nair,R Pant,S Iyer,C Anderson,M Samuels,P Cummins,K Rabada,S Nadeem,A Mishra,M Shami","D Smith,B McCullum,S Raina,K Karthik,A Finch,I Kishan,R Jadeja,J Faulkner,P Sangwan,B Thampi,A Soni",
333,2017-05-03,"S Narine,G Gambhir,S Jackson,M Pandey,Y Pathan,C Grandhomme,S Yadav,C Woakes,N Coulter-Nile,U Yadav,K Yadav","A Rahane,R Tripathi,S Smith,M Tiwary,B Stokes,M Dhoni,D Christian,W Sundar,S Thakur,J Unadkat,I Tahir",
334,2017-05-02,"S Samson,K Nair,R Pant,S Iyer,C Anderson,C Morris,A Mathews,J Yadav,K Rabada,A Mishra,M Shami","D Warner,S Dhawan,K Williamson,Y Singh,M Henriques,D Hooda,N Ojha,B Kumar,R Khan,S Kaul,M Siraj",
335,2017-05-01,"A Rahane,R Tripathi,S Smith,M Tiwary,B Stokes,M Dhoni,D Christian,W Sundar,J Unadkat,S Thakur,I Tahir","I Kishan,B McCullum,S Raina,A Finch,D Smith,K Karthik,R Jadeja,J Faulkner,P Sangwan,B Thampi,A Soni",
336,2017-05-01,"P Patel,J Buttler,N Rana,R Sharma,K Pollard,K Pandya,K Sharma,H Pandya,M McClenaghan,S Malinga,J Bumrah","V Kohli,M Singh,T Head,A Villiers,K Jadhav,S Watson,P Negi,A Milne,S Aravind,A Choudhary,Y Chahal",
337,2017-04-30,"D Warner,S Dhawan,K Williamson,Y Singh,M Henriques,N Ojha,B Sharma,B Kumar,R Khan,S Kaul,M Siraj","S Narine,G Gambhir,R Uthappa,M Pandey,Y Pathan,S Jackson,C Grandhomme,C Woakes,N Coulter-Nile,U Yadav,K Yadav",
338,2017-04-30,"M Guptill,H Amla,M Vohra,S Marsh,G Maxwell,W Saha,A Patel,M Sharma,V Aaron,S Sharma,T Natarajan","S Samson,S Billings,K Nair,S Iyer,R Pant,C Anderson,C Morris,K Rabada,A Mishra,M Shami,S Nadeem",
339,2017-04-29,"I Kishan,B McCullum,S Raina,A Finch,K Karthik,R Jadeja,J Faulkner,I Pathan,A Tye,B Thampi,A Soni","P Patel,J Buttler,N Rana,R Sharma,K Pollard,K Pandya,H Pandya,H Singh,M McClenaghan,J Bumrah,S Malinga",
340,2017-04-29,"A Rahane,R Tripathi,S Smith,M Tiwary,M Dhoni,D Christian,W Sundar,L Ferguson,J Unadkat,D Chahar,I Tahir","T Head,V Kohli,A Villiers,K Jadhav,S Baby,S Binny,P Negi,A Milne,S Badree,S Aravind,Y Chahal",
341,2017-04-28,"S Narine,G Gambhir,R Uthappa,M Pandey,S Jackson,Y Pathan,C Grandhomme,C Woakes,N Coulter-Nile,U Yadav,K Yadav","S Samson,K Nair,S Iyer,R Pant,C Morris,C Anderson,A Bawne,P Cummins,K Rabada,A Mishra,Z Khan",
342,2017-04-28,"M Guptill,M Vohra,S Marsh,G Maxwell,E Morgan,W Saha,A Patel,A Singh,M Sharma,I Sharma,K Cariappa","D Warner,S Dhawan,K Williamson,Y Singh,M Henriques,D Hooda,N Ojha,B Kumar,A Nehra,S Kaul,R Khan",
343,2017-04-27,"C Gayle,V Kohli,A Villiers,T Head,K Jadhav,M Singh,P Negi,S Badree,S Aravind,A Choudhary,Y Chahal","I Kishan,B McCullum,S Raina,A Finch,R Jadeja,K Karthik,J Faulkner,A Tye,B Thampi,N Singh,A Soni",
344,2017-04-26,"A Rahane,R Tripathi,S Smith,M Dhoni,M Tiwary,D Christian,F Plessis,W Sundar,S Thakur,J Unadkat,I Tahir","S Narine,G Gambhir,R Uthappa,D Bravo,M Pandey,Y Pathan,C Grandhomme,C Woakes,P Chawla,K Yadav,U Yadav",
345,2017-04-24,"P Patel,J Buttler,N Rana,R Sharma,K Sharma,K Pollard,H Pandya,H Singh,M McClenaghan,M Johnson,J Bumrah","A Rahane,R Tripathi,S Smith,M Dhoni,B Stokes,M Tiwary,D Christian,W Sundar,S Thakur,J Unadkat,I Tahir",
346,2017-04-23,"S Narine,G Gambhir,R Uthappa,M Pandey,Y Pathan,S Yadav,C Grandhomme,C Woakes,N Coulter-Nile,U Yadav,K Yadav","C Gayle,V Kohli,M Singh,A Villiers,K Jadhav,S Binny,P Negi,S Badree,T Mills,S Aravind,Y Chahal",
347,2017-04-23,"B McCullum,A Finch,S Raina,K Karthik,R Jadeja,D Smith,A Nath,A Tye,B Thampi,S Agarwal,N Singh","M Vohra,H Amla,S Marsh,G Maxwell,M Stoinis,A Patel,W Saha,M Sharma,K Cariappa,T Natarajan,S Sharma",
348,2017-04-22,"A Rahane,R Tripathi,S Smith,M Dhoni,B Stokes,M Tiwary,D Christian,W Sundar,S Thakur,J Unadkat,I Tahir","D Warner,S Dhawan,K Williamson,M Henriques,D Hooda,N Ojha,B Sharma,B Kumar,R Khan,M Siraj,S Kaul",
349,2017-04-22,"P Patel,J Buttler,N Rana,R Sharma,K Pollard,K Pandya,H Pandya,H Singh,M McClenaghan,M Johnson,J Bumrah","S Samson,A Tare,K Nair,S Iyer,C Anderson,R Pant,K Rabada,C Morris,P Cummins,A Mishra,Z Khan",
350,2017-04-21,"S Narine,G Gambhir,R Uthappa,M Pandey,Y Pathan,S Yadav,S Hasan,C Woakes,N Coulter-Nile,K Yadav,U Yadav","A Finch,B McCullum,S Raina,K Karthik,I Kishan,D Smith,R Jadeja,J Faulkner,P Kumar,B Thampi,D Kulkarni",
351,2017-04-20,"H Amla,S Marsh,W Saha,G Maxwell,M Stoinis,A Patel,G Singh,S Singh,M Sharma,S Sharma,I Sharma","P Patel,J Buttler,N Rana,H Pandya,R Sharma,K Pollard,K Pandya,H Singh,M McClenaghan,S Malinga,J Bumrah",
352,2017-04-19,"D Warner,S Dhawan,K Williamson,Y Singh,M Henriques,D Hooda,N Ojha,B Kumar,R Khan,M Siraj,S Kaul","S Samson,S Billings,K Nair,R Pant,S Iyer,A Mathews,C Morris,J Yadav,P Cummins,A Mishra,Z Khan",
353,2017-04-18,"D Smith,B McCullum,S Raina,A Finch,K Karthik,R Jadeja,I Kishan,A Tye,B Thampi,D Kulkarni,S Kaushik","C Gayle,V Kohli,T Head,K Jadhav,S Watson,M Singh,S Binny,P Negi,A Milne,S Aravind,Y Chahal",
354,2017-04-17,"S Samson,S Billings,K Nair,S Iyer,R Pant,A Mathews,C Morris,P Cummins,M Shami,A Mishra,Z Khan","G Gambhir,C Grandhomme,R Uthappa,M Pandey,Y Pathan,S Yadav,C Woakes,S Narine,N Coulter-Nile,K Yadav,U Yadav",
355,2017-04-17,"D Warner,S Dhawan,M Henriques,Y Singh,N Ojha,D Hooda,M Nabi,R Khan,B Kumar,B Sran,S Kaul","H Amla,M Vohra,G Maxwell,E Morgan,D Miller,W Saha,A Patel,M Sharma,K Cariappa,I Sharma,S Sharma",
356,2017-04-16,"V Kohli,M Singh,A Villiers,K Jadhav,S Watson,S Binny,P Negi,A Milne,S Badree,S Aravind,Y Chahal","A Rahane,R Tripathi,S Smith,M Dhoni,B Stokes,D Christian,M Tiwary,S Thakur,J Unadkat,R Chahar,I Tahir",
357,2017-04-16,"P Patel,J Buttler,N Rana,R Sharma,K Pollard,H Pandya,K Pandya,H Singh,M McClenaghan,S Malinga,J Bumrah","D Smith,B McCullum,S Raina,I Kishan,K Karthik,J Roy,R Jadeja,P Kumar,B Thampi,A Tye,M Patel",
358,2017-04-15,"S Samson,S Billings,K Nair,S Iyer,R Pant,C Anderson,C Morris,P Cummins,A Mishra,Z Khan,S Nadeem","M Vohra,H Amla,W Saha,E Morgan,D Miller,G Maxwell,A Patel,M Sharma,K Cariappa,S Sharma,V Aaron",
359,2017-04-15,"S Narine,G Gambhir,R Uthappa,M Pandey,Y Pathan,S Yadav,C Grandhomme,C Woakes,K Yadav,U Yadav,T Boult","D Warner,S Dhawan,M Henriques,Y Singh,D Hooda,B Cutting,N Ojha,B Sharma,B Kumar,R Khan,A Nehra",
360,2017-04-14,"D Smith,B McCullum,S Raina,K Karthik,A Finch,I Kishan,R Jadeja,P Kumar,B Thampi,A Tye,S Jakati","A Rahane,R Tripathi,S Smith,B Stokes,M Tiwary,M Dhoni,A Sharma,S Thakur,L Ferguson,R Chahar,I Tahir",
361,2017-04-14,"C Gayle,V Kohli,A Villiers,K Jadhav,P Negi,M Singh,S Binny,T Mills,S Aravind,Y Chahal,S Badree","P Patel,J Buttler,R Sharma,M McClenaghan,N Rana,K Pollard,K Pandya,H Pandya,H Singh,J Bumrah,T Southee",
362,2017-04-13,"S Narine,G Gambhir,R Uthappa,M Pandey,Y Pathan,S Yadav,C Woakes,C Grandhomme,P Chawla,U Yadav,T Boult","H Amla,M Vohra,M Stoinis,G Maxwell,D Miller,W Saha,A Patel,M Sharma,V Aaron,S Sharma,I Sharma",
363,2017-04-12,"P Patel,J Buttler,R Sharma,N Rana,K Pollard,K Pandya,H Pandya,H Singh,M McClenaghan,S Malinga,J Bumrah","S Dhawan,D Warner,D Hooda,Y Singh,B Cutting,N Ojha,V Shankar,R Khan,B Kumar,A Nehra,M Rahman",
364,2017-04-11,"A Rahane,M Agarwal,F Plessis,R Tripathi,B Stokes,M Dhoni,R Bhatia,D Chahar,A Zampa,A Dinda,I Tahir","A Tare,S Billings,S Samson,R Pant,C Anderson,C Morris,K Nair,P Cummins,A Mishra,Z Khan,S Nadeem",
365,2017-04-10,"M Vohra,H Amla,A Patel,G Maxwell,W Saha,D Miller,M Stoinis,M Sharma,S Sharma,V Aaron,T Natarajan","S Watson,V Vinod,A Villiers,K Jadhav,M Singh,S Binny,P Negi,I Abdulla,T Mills,B Stanlake,Y Chahal",
366,2017-04-09,"P Patel,J Buttler,N Rana,R Sharma,K Pandya,K Pollard,H Pandya,H Singh,M McClenaghan,S Malinga,J Bumrah","G Gambhir,C Lynn,R Uthappa,M Pandey,Y Pathan,S Yadav,C Woakes,S Narine,K Yadav,A Rajpoot,T Boult",
367,2017-04-09,"D Warner,S Dhawan,M Henriques,Y Singh,D Hooda,B Cutting,N Ojha,B Sharma,B Kumar,A Nehra,R Khan","J Roy,B McCullum,S Raina,A Finch,K Karthik,D Smith,D Kulkarni,P Kumar,B Thampi,T Baroka,S Kaushik",
368,2017-04-08,"C Gayle,S Watson,M Singh,K Jadhav,S Binny,V Vinod,P Negi,I Abdulla,T Mills,Y Chahal,B Stanlake","A Tare,S Billings,K Nair,S Samson,R Pant,C Morris,C Brathwaite,P Cummins,A Mishra,S Nadeem,Z Khan",
369,2017-04-08,"H Amla,M Vohra,W Saha,A Patel,G Maxwell,D Miller,M Stoinis,S Singh,M Sharma,S Sharma,T Natarajan","A Rahane,M Agarwal,S Smith,B Stokes,M Dhoni,M Tiwary,D Christian,R Bhatia,R Chahar,I Tahir,A Dinda",
370,2017-04-07,"J Roy,B McCullum,S Raina,A Finch,K Karthik,D Smith,M Gony,P Kumar,S Jakati,D Kulkarni,S Kaushik","G Gambhir,C Lynn,R Uthappa,M Pandey,Y Pathan,S Yadav,C Woakes,P Chawla,K Yadav,S Narine,T Boult",
371,2017-04-06,"A Rahane,M Agarwal,S Smith,B Stokes,M Dhoni,M Tiwary,R Bhatia,D Chahar,A Zampa,A Dinda,I Tahir","P Patel,J Buttler,R Sharma,N Rana,A Rayudu,K Pandya,K Pollard,H Pandya,T Southee,M McClenaghan,J Bumrah",
372,2017-04-05,"D Warner,S Dhawan,M Henriques,Y Singh,D Hooda,B Cutting,N Ojha,B Sharma,B Kumar,A Nehra,R Khan","C Gayle,M Singh,T Head,K Jadhav,S Watson,S Baby,S Binny,S Aravind,T Mills,Y Chahal,A Choudhary",
