,Date,Team1Players,Team2Players,DreamTeamPlayers
191,2020-09-21,"D Padikkal,A Finch,V Kohli,A Villiers,S Dube,J Philippe,W Sundar,U Yadav,N Saini,D Steyn,Y Chahal","D Warner,J Bairstow,M Pandey,P Garg,V Shankar,A Sharma,R Khan,B Kumar,S Sharma,M Marsh,T Natarajan",
192,2020-09-20,"P Shaw,S Dhawan,S Hetmyer,S Iyer,R Pant,M Stoinis,A Patel,R Ashwin,K Rabada,A Nortje,M Sharma","K Rahul,M Agarwal,K Nair,N Pooran,G Maxwell,S Khan,K Gowtham,C Jordan,M Shami,S Cottrell,R Bishnoi",
193,2020-09-19,"R Sharma,Q Kock,S Yadav,S Tiwary,H Pandya,K Pollard,K Pandya,J Pattinson,R Chahar,T Boult,J Bumrah","M Vijay,S Watson,F Plessis,A Rayudu,R Jadeja,S Curran,M Dhoni,K Jadhav,P Chawla,D Chahar,L Ngidi",
194,2019-05-12,"Q Kock,R Sharma,S Yadav,I Kishan,K Pandya,K Pollard,H Pandya,R Chahar,M McClenaghan,J Bumrah,S Malinga","F Plessis,S Watson,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,S Thakur,D Chahar,H Singh,I Tahir",
195,2019-05-10,"P Shaw,S Dhawan,C Munro,S Iyer,R Pant,A Patel,S Rutherford,K Paul,A Mishra,T Boult,I Sharma","F Plessis,S Watson,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,D Chahar,H Singh,I Tahir,S Thakur",
196,2019-05-08,"W Saha,M Guptill,M Pandey,K Williamson,V Shankar,M Nabi,D Hooda,R Khan,B Kumar,B Thampi,K Ahmed","P Shaw,S Dhawan,S Iyer,R Pant,C Munro,A Patel,S Rutherford,K Paul,A Mishra,T Boult,I Sharma",
197,2019-05-07,"F Plessis,S Watson,S Raina,M Vijay,A Rayudu,M Dhoni,R Jadeja,D Bravo,D Chahar,H Singh,I Tahir","R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,J Yadav,R Chahar,S Malinga,J Bumrah",
198,2019-05-05,"F Plessis,S Watson,S Raina,M Dhoni,A Rayudu,K Jadhav,D Bravo,R Jadeja,D Chahar,H Singh,I Tahir","K Rahul,C Gayle,N Pooran,M Agarwal,M Singh,S Curran,R Ashwin,A Tye,M Shami,M Ashwin,H Brar",
199,2019-05-05,"S Gill,C Lynn,R Uthappa,K Karthik,A Russell,N Rana,R Singh,S Narine,H Gurney,M Krishna,S Warrier","Q Kock,R Sharma,S Yadav,I Kishan,H Pandya,K Pollard,K Pandya,R Chahar,M McClenaghan,S Malinga,J Bumrah",
200,2019-05-04,"W Saha,M Guptill,M Pandey,K Williamson,V Shankar,Y Pathan,M Nabi,R Khan,B Kumar,K Ahmed,B Thampi","P Patel,V Kohli,A Villiers,S Hetmyer,G Singh,C Grandhomme,W Sundar,U Yadav,K Khejroliya,Y Chahal,N Saini",
201,2019-05-04,"A Rahane,L Livingstone,S Samson,M Lomror,S Gopal,R Parag,S Binny,K Gowtham,I Sodhi,V Aaron,O Thomas","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,S Rutherford,A Patel,K Paul,A Mishra,T Boult,I Sharma",
202,2019-05-03,"C Gayle,K Rahul,M Agarwal,N Pooran,M Singh,S Curran,R Ashwin,A Tye,M Shami,M Ashwin,A Singh","S Gill,C Lynn,R Uthappa,A Russell,K Karthik,S Narine,N Rana,R Singh,P Chawla,H Gurney,S Warrier",
203,2019-05-02,"R Sharma,Q Kock,S Yadav,E Lewis,H Pandya,K Pollard,K Pandya,B Sran,R Chahar,S Malinga,J Bumrah","W Saha,M Guptill,M Pandey,K Williamson,V Shankar,A Sharma,M Nabi,R Khan,B Kumar,K Ahmed,B Thampi",
204,2019-05-01,"F Plessis,S Watson,S Raina,M Dhoni,R Jadeja,A Rayudu,K Jadhav,D Bravo,D Chahar,H Singh,I Tahir","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,A Patel,S Rutherford,C Morris,J Suchith,A Mishra,T Boult",
205,2019-04-30,"V Kohli,A Villiers,M Stoinis,H Klaasen,G Singh,P Patel,P Negi,U Yadav,N Saini,K Khejroliya,Y Chahal","S Samson,L Livingstone,A Rahane,S Smith,R Parag,S Binny,M Lomror,S Gopal,J Unadkat,V Aaron,O Thomas",
206,2019-04-29,"D Warner,W Saha,M Pandey,M Nabi,K Williamson,R Khan,V Shankar,A Sharma,B Kumar,K Ahmed,S Sharma","K Rahul,C Gayle,M Agarwal,N Pooran,D Miller,R Ashwin,P Singh,M Ashwin,M Rahman,M Shami,A Singh",
207,2019-04-28,"S Gill,C Lynn,A Russell,K Karthik,S Narine,R Uthappa,N Rana,R Singh,P Chawla,H Gurney,S Warrier","Q Kock,R Sharma,E Lewis,S Yadav,K Pollard,H Pandya,K Pandya,B Sran,R Chahar,S Malinga,J Bumrah",
208,2019-04-28,"P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,S Rutherford,A Patel,S Lamichhane,A Mishra,K Rabada,I Sharma","P Patel,V Kohli,A Villiers,S Dube,H Klaasen,G Singh,M Stoinis,W Sundar,U Yadav,Y Chahal,N Saini",
209,2019-04-27,"D Warner,K Williamson,M Pandey,V Shankar,S Hasan,D Hooda,W Saha,R Khan,B Kumar,S Kaul,K Ahmed","A Rahane,L Livingstone,S Samson,S Smith,A Turner,R Parag,S Binny,S Gopal,J Unadkat,V Aaron,O Thomas",
210,2019-04-26,"R Sharma,Q Kock,E Lewis,K Pandya,H Pandya,K Pollard,S Yadav,A Roy,R Chahar,J Bumrah,S Malinga","M Vijay,S Watson,S Raina,A Rayudu,K Jadhav,D Shorey,D Bravo,M Santner,D Chahar,H Singh,I Tahir",
211,2019-04-25,"C Lynn,S Gill,N Rana,K Karthik,S Narine,A Russell,C Brathwaite,R Singh,P Chawla,Y Raj,M Krishna","A Rahane,S Samson,S Smith,B Stokes,R Parag,S Binny,S Gopal,J Archer,J Unadkat,V Aaron,O Thomas",
212,2019-04-24,"P Patel,V Kohli,A Villiers,M Ali,A Nath,M Stoinis,W Sundar,U Yadav,T Southee,Y Chahal,N Saini","K Rahul,C Gayle,M Agarwal,D Miller,N Pooran,M Singh,R Ashwin,G Viljoen,M Ashwin,A Rajpoot,M Shami",
213,2019-04-23,"D Warner,J Bairstow,M Pandey,V Shankar,Y Pathan,S Hasan,D Hooda,R Khan,B Kumar,K Ahmed,S Sharma","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,D Bravo,M Dhoni,R Jadeja,H Singh,D Chahar,I Tahir",
214,2019-04-22,"A Rahane,S Samson,S Smith,B Stokes,A Turner,S Binny,R Parag,J Archer,S Gopal,J Unadkat,D Kulkarni","P Shaw,S Dhawan,S Iyer,R Pant,S Rutherford,C Ingram,A Patel,C Morris,A Mishra,K Rabada,I Sharma",
215,2019-04-21,"C Lynn,S Narine,S Gill,N Rana,K Karthik,R Singh,A Russell,P Chawla,Y Raj,K Cariappa,H Gurney","D Warner,J Bairstow,K Williamson,V Shankar,Y Pathan,D Hooda,R Khan,B Kumar,S Nadeem,K Ahmed,S Sharma",
216,2019-04-21,"P Patel,V Kohli,A Villiers,A Nath,M Stoinis,M Ali,P Negi,U Yadav,D Steyn,N Saini,Y Chahal","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,D Bravo,S Thakur,D Chahar,I Tahir",
217,2019-04-20,"K Rahul,C Gayle,M Agarwal,D Miller,M Singh,S Curran,R Ashwin,H Brar,G Viljoen,M Ashwin,M Shami","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,A Patel,S Rutherford,A Mishra,K Rabada,I Sharma,S Lamichhane",
218,2019-04-20,"Q Kock,R Sharma,S Yadav,H Pandya,K Pollard,B Cutting,K Pandya,R Chahar,J Bumrah,S Malinga,M Markande","A Rahane,S Samson,S Smith,B Stokes,R Parag,A Turner,S Binny,J Archer,S Gopal,J Unadkat,D Kulkarni",
219,2019-04-19,"P Patel,V Kohli,A Nath,M Ali,M Stoinis,H Klaasen,P Negi,D Steyn,M Siraj,Y Chahal,N Saini","C Lynn,S Narine,S Gill,R Uthappa,N Rana,A Russell,K Karthik,P Chawla,K Yadav,H Gurney,M Krishna",
220,2019-04-18,"R Sharma,Q Kock,B Cutting,S Yadav,K Pandya,H Pandya,K Pollard,R Chahar,J Yadav,J Bumrah,S Malinga","P Shaw,S Dhawan,C Munro,S Iyer,R Pant,A Patel,C Morris,K Paul,K Rabada,A Mishra,I Sharma",
221,2019-04-17,"S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,S Billings,R Jadeja,K Sharma,I Tahir,S Thakur,D Chahar","D Warner,J Bairstow,K Williamson,V Shankar,D Hooda,Y Pathan,R Khan,B Kumar,S Sharma,S Nadeem,K Ahmed",
222,2019-04-16,"K Rahul,C Gayle,M Agarwal,D Miller,N Pooran,M Singh,R Ashwin,M Rahman,M Shami,M Ashwin,A Singh","R Tripathi,J Buttler,S Samson,A Rahane,A Turner,J Archer,S Binny,S Gopal,J Unadkat,D Kulkarni,I Sodhi",
223,2019-04-15,"P Patel,V Kohli,A Villiers,M Ali,M Stoinis,A Nath,P Negi,U Yadav,M Siraj,Y Chahal,N Saini","Q Kock,R Sharma,S Yadav,I Kishan,K Pandya,H Pandya,K Pollard,J Behrendorff,R Chahar,J Bumrah,S Malinga",
224,2019-04-14,"C Lynn,S Narine,N Rana,R Uthappa,K Karthik,A Russell,S Gill,P Chawla,K Yadav,M Krishna,H Gurney","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,M Santner,I Tahir,S Thakur,D Chahar",
225,2019-04-14,"P Shaw,S Dhawan,C Munro,S Iyer,R Pant,C Morris,A Patel,K Paul,K Rabada,A Mishra,I Sharma","D Warner,J Bairstow,K Williamson,R Bhui,V Shankar,D Hooda,A Sharma,R Khan,B Kumar,S Sharma,K Ahmed",
226,2019-04-13,"R Sharma,Q Kock,S Yadav,K Pollard,H Pandya,I Kishan,K Pandya,A Joseph,R Chahar,J Behrendorff,J Bumrah","A Rahane,J Buttler,S Samson,S Smith,R Tripathi,L Livingstone,S Gopal,K Gowtham,J Archer,J Unadkat,D Kulkarni",
227,2019-04-13,"K Rahul,C Gayle,M Agarwal,S Khan,S Curran,M Singh,N Pooran,A Tye,R Ashwin,M Shami,M Ashwin","P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,U Yadav,M Siraj,Y Chahal,N Saini",
228,2019-04-12,"J Denly,S Gill,R Uthappa,N Rana,A Russell,K Karthik,C Brathwaite,P Chawla,K Yadav,L Ferguson,M Krishna","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,C Morris,A Patel,K Paul,R Tewatia,K Rabada,I Sharma",
229,2019-04-11,"A Rahane,J Buttler,S Samson,S Smith,R Tripathi,B Stokes,R Parag,J Archer,S Gopal,J Unadkat,D Kulkarni","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,R Jadeja,M Santner,D Chahar,S Thakur,I Tahir",
230,2019-04-10,"K Rahul,C Gayle,D Miller,K Nair,S Curran,M Singh,S Khan,G Viljoen,R Ashwin,M Shami,A Rajpoot","Q Kock,S Lad,S Yadav,K Pollard,I Kishan,H Pandya,K Pandya,A Joseph,R Chahar,J Behrendorff,J Bumrah",
231,2019-04-09,"C Lynn,S Narine,R Uthappa,N Rana,K Karthik,S Gill,A Russell,P Chawla,K Yadav,M Krishna,H Gurney","S Watson,F Plessis,S Raina,A Rayudu,K Jadhav,M Dhoni,S Kuggeleijn,R Jadeja,H Singh,D Chahar,I Tahir",
232,2019-04-08,"D Warner,J Bairstow,V Shankar,M Nabi,M Pandey,D Hooda,Y Pathan,R Khan,B Kumar,S Kaul,S Sharma","K Rahul,C Gayle,M Agarwal,D Miller,M Singh,S Curran,S Khan,R Ashwin,M Shami,M Rahman,A Rajpoot",
233,2019-04-07,"A Rahane,J Buttler,S Smith,R Tripathi,B Stokes,P Chopra,K Gowtham,J Archer,S Gopal,S Midhun,D Kulkarni","C Lynn,S Narine,R Uthappa,S Gill,N Rana,K Karthik,A Russell,P Chawla,K Yadav,H Gurney,M Krishna",
234,2019-04-07,"P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,T Southee,M Siraj,Y Chahal,N Saini","P Shaw,S Dhawan,S Iyer,C Ingram,R Pant,C Morris,A Patel,R Tewatia,K Rabada,I Sharma,S Lamichhane",
235,2019-04-06,"R Sharma,Q Kock,S Yadav,I Kishan,K Pandya,K Pollard,H Pandya,R Chahar,A Joseph,J Behrendorff,J Bumrah","D Warner,J Bairstow,V Shankar,M Pandey,D Hooda,Y Pathan,M Nabi,R Khan,B Kumar,S Kaul,S Sharma",
236,2019-04-06,"S Watson,F Plessis,S Raina,M Dhoni,A Rayudu,K Jadhav,S Kuggeleijn,R Jadeja,H Singh,D Chahar,I Tahir","K Rahul,C Gayle,M Agarwal,S Khan,D Miller,M Singh,S Curran,R Ashwin,M Shami,A Tye,M Ashwin",
237,2019-04-05,"P Patel,V Kohli,A Villiers,M Stoinis,M Ali,A Nath,P Negi,N Saini,T Southee,Y Chahal,M Siraj","C Lynn,S Narine,R Uthappa,N Rana,K Karthik,A Russell,S Gill,P Chawla,K Yadav,M Krishna,L Ferguson",
238,2019-04-04,"P Shaw,S Dhawan,S Iyer,R Pant,R Tewatia,C Ingram,C Morris,A Patel,K Rabada,I Sharma,S Lamichhane","D Warner,J Bairstow,V Shankar,M Pandey,D Hooda,Y Pathan,M Nabi,R Khan,B Kumar,S Sharma,S Kaul",
239,2019-04-03,"Q Kock,R Sharma,S Yadav,Y Singh,K Pandya,H Pandya,K Pollard,J Behrendorff,R Chahar,S Malinga,J Bumrah","S Watson,A Rayudu,S Raina,K Jadhav,M Dhoni,R Jadeja,D Bravo,D Chahar,S Thakur,M Sharma,I Tahir",
240,2019-04-02,"V Kohli,P Patel,A Villiers,S Hetmyer,M Stoinis,M Ali,A Nath,U Yadav,N Saini,Y Chahal,M Siraj","A Rahane,J Buttler,S Smith,R Tripathi,B Stokes,S Binny,K Gowtham,J Archer,S Gopal,V Aaron,D Kulkarni",
241,2019-04-01,"K Rahul,S Curran,M Agarwal,S Khan,D Miller,M Singh,G Viljoen,R Ashwin,M Ashwin,M Shami,M Rahman","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,C Morris,G Vihari,H Patel,K Rabada,A Khan,S Lamichhane",
242,2019-03-31,"J Bairstow,D Warner,V Shankar,Y Pathan,M Pandey,D Hooda,M Nabi,R Khan,B Kumar,S Sharma,S Kaul","P Patel,S Hetmyer,V Kohli,A Villiers,M Ali,S Dube,C Grandhomme,P Barman,U Yadav,M Siraj,Y Chahal",
243,2019-03-31,"A Rayudu,S Watson,S Raina,K Jadhav,M Dhoni,D Bravo,R Jadeja,D Chahar,S Thakur,M Santner,I Tahir","A Rahane,J Buttler,S Samson,R Tripathi,S Smith,B Stokes,K Gowtham,J Archer,S Gopal,J Unadkat,D Kulkarni",
244,2019-03-30,"N Naik,C Lynn,R Uthappa,N Rana,K Karthik,S Gill,A Russell,P Chawla,K Yadav,M Krishna,L Ferguson","P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,G Vihari,H Patel,C Morris,A Mishra,S Lamichhane,K Rabada",
245,2019-03-30,"R Sharma,Q Kock,S Yadav,Y Singh,K Pollard,H Pandya,K Pandya,M McClenaghan,M Markande,S Malinga,J Bumrah","K Rahul,C Gayle,M Agarwal,D Miller,S Khan,M Singh,R Ashwin,G Viljoen,M Ashwin,M Shami,A Tye",
246,2019-03-29,"A Rahane,J Buttler,S Samson,B Stokes,S Smith,R Tripathi,K Gowtham,J Archer,J Unadkat,S Gopal,D Kulkarni","D Warner,J Bairstow,K Williamson,V Shankar,M Pandey,Y Pathan,R Khan,B Kumar,S Sharma,S Kaul,S Nadeem",
247,2019-03-28,"Q Kock,R Sharma,S Yadav,Y Singh,K Pollard,K Pandya,H Pandya,M McClenaghan,M Markande,J Bumrah,S Malinga","P Patel,M Ali,V Kohli,A Villiers,S Hetmyer,C Grandhomme,S Dube,N Saini,Y Chahal,U Yadav,M Siraj",
248,2019-03-27,"C Lynn,S Narine,R Uthappa,N Rana,A Russell,K Karthik,S Gill,P Chawla,K Yadav,M Krishna,L Ferguson","K Rahul,C Gayle,M Agarwal,S Khan,D Miller,M Singh,R Ashwin,G Viljoen,C Varun,M Shami,A Tye",
249,2019-03-26,"P Shaw,S Dhawan,S Iyer,R Pant,C Ingram,K Paul,A Patel,R Tewatia,K Rabada,I Sharma,A Mishra","S Watson,A Rayudu,S Raina,K Jadhav,M Dhoni,D Bravo,R Jadeja,D Chahar,S Thakur,H Singh,I Tahir",
250,2019-03-25,"K Rahul,C Gayle,M Agarwal,S Khan,N Pooran,M Singh,S Curran,R Ashwin,M Shami,M Rahman,A Rajpoot","A Rahane,J Buttler,S Samson,S Smith,B Stokes,R Tripathi,K Gowtham,J Archer,J Unadkat,S Gopal,D Kulkarni",
251,2019-03-24,"P Shaw,S Dhawan,S Iyer,C Ingram,R Pant,K Paul,A Patel,R Tewatia,K Rabada,T Boult,I Sharma","R Sharma,Q Kock,S Yadav,Y Singh,K Pollard,H Pandya,K Pandya,B Cutting,M McClenaghan,R Salam,J Bumrah",
252,2019-03-24,"D Warner,J Bairstow,V Shankar,Y Pathan,M Pandey,D Hooda,S Hasan,R Khan,B Kumar,S Sharma,S Kaul","C Lynn,N Rana,R Uthappa,K Karthik,A Russell,S Gill,S Narine,P Chawla,K Yadav,L Ferguson,M Krishna",
253,2019-03-23,"V Kohli,P Patel,M Ali,A Villiers,S Hetmyer,S Dube,C Grandhomme,N Saini,Y Chahal,U Yadav,M Siraj","S Watson,A Rayudu,S Raina,K Jadhav,R Jadeja,M Dhoni,D Bravo,D Chahar,S Thakur,H Singh,I Tahir",
254,2018-05-27,"S Goswami,S Dhawan,K Williamson,S Hasan,Y Pathan,D Hooda,C Brathwaite,R Khan,B Kumar,S Kaul,S Sharma","S Watson,F Plessis,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,D Chahar,K Sharma,S Thakur,L Ngidi",
255,2018-05-25,"W Saha,S Dhawan,K Williamson,S Hasan,D Hooda,Y Pathan,C Brathwaite,R Khan,B Kumar,S Kaul,K Ahmed","C Lynn,S Narine,N Rana,R Uthappa,K Karthik,S Gill,A Russell,P Chawla,S Mavi,K Yadav,M Krishna",
256,2018-05-23,"S Narine,C Lynn,R Uthappa,N Rana,K Karthik,S Gill,A Russell,J Scantlebury-Searles,P Chawla,K Yadav,M Krishna","A Rahane,R Tripathi,S Samson,H Klaasen,S Binny,K Gowtham,J Archer,S Gopal,I Sodhi,J Unadkat,B Laughlin",
257,2018-05-22,"S Dhawan,S Goswami,K Williamson,M Pandey,S Hasan,Y Pathan,C Brathwaite,B Kumar,R Khan,S Kaul,S Sharma","S Watson,F Plessis,S Raina,A Rayudu,M Dhoni,D Bravo,R Jadeja,D Chahar,H Singh,S Thakur,L Ngidi",
258,2018-05-20,"K Rahul,C Gayle,A Finch,M Tiwary,D Miller,K Nair,A Patel,R Ashwin,A Tye,M Sharma,A Rajpoot","A Rayudu,F Plessis,S Raina,S Billings,H Singh,D Chahar,M Dhoni,D Bravo,R Jadeja,S Thakur,L Ngidi",
259,2018-05-20,"P Shaw,G Maxwell,S Iyer,R Pant,V Shankar,A Sharma,H Patel,A Mishra,S Lamichhane,T Boult,L Plunkett","S Yadav,E Lewis,I Kishan,K Pollard,R Sharma,K Pandya,H Pandya,B Cutting,M Markande,J Bumrah,M Rahman",
260,2018-05-19,"S Dhawan,S Goswami,K Williamson,M Pandey,Y Pathan,C Brathwaite,S Hasan,R Khan,B Kumar,S Kaul,S Sharma","C Lynn,S Narine,R Uthappa,K Karthik,A Russell,N Rana,S Gill,P Chawla,J Scantlebury-Searles,K Yadav,M Krishna",
261,2018-05-19,"R Tripathi,J Archer,A Rahane,S Samson,H Klaasen,K Gowtham,S Binny,S Gopal,I Sodhi,J Unadkat,B Laughlin","V Kohli,P Patel,A Villiers,M Ali,M Singh,C Grandhomme,S Khan,T Southee,U Yadav,M Siraj,Y Chahal",
262,2018-05-18,"P Shaw,S Iyer,R Pant,G Maxwell,V Shankar,A Sharma,H Patel,A Mishra,S Lamichhane,T Boult,A Khan","S Watson,A Rayudu,S Raina,M Dhoni,S Billings,R Jadeja,D Bravo,D Chahar,H Singh,S Thakur,L Ngidi",
263,2018-05-17,"P Patel,V Kohli,A Villiers,M Ali,C Grandhomme,M Singh,S Khan,T Southee,U Yadav,M Siraj,Y Chahal","S Dhawan,A Hales,K Williamson,M Pandey,D Hooda,S Hasan,S Goswami,R Khan,S Kaul,S Sharma,B Thampi",
264,2018-05-16,"S Yadav,E Lewis,I Kishan,R Sharma,K Pandya,K Pollard,H Pandya,B Cutting,M McClenaghan,M Markande,J Bumrah","K Rahul,C Gayle,A Finch,M Stoinis,A Patel,Y Singh,M Tiwary,R Ashwin,A Tye,M Sharma,A Rajpoot",
265,2018-05-15,"R Tripathi,J Buttler,A Rahane,S Samson,B Stokes,S Binny,K Gowtham,J Unadkat,I Sodhi,J Archer,A Singh","S Narine,C Lynn,R Uthappa,N Rana,K Karthik,A Russell,S Gill,S Mavi,J Scantlebury-Searles,K Yadav,M Krishna",
266,2018-05-14,"K Rahul,C Gayle,K Nair,A Finch,M Stoinis,M Agarwal,A Patel,R Ashwin,A Tye,M Sharma,A Rajpoot","V Kohli,P Patel,M Ali,A Villiers,M Singh,S Khan,C Grandhomme,T Southee,U Yadav,M Siraj,Y Chahal",
267,2018-05-13,"S Yadav,E Lewis,R Sharma,I Kishan,H Pandya,K Pandya,B Cutting,J Duminy,M McClenaghan,M Markande,J Bumrah","D Short,J Buttler,A Rahane,S Samson,B Stokes,S Binny,J Archer,K Gowtham,S Gopal,J Unadkat,D Kulkarni",
268,2018-05-13,"S Dhawan,A Hales,K Williamson,M Pandey,D Hooda,S Hasan,S Goswami,R Khan,B Kumar,S Kaul,S Sharma","S Watson,A Rayudu,S Raina,M Dhoni,S Billings,D Bravo,R Jadeja,D Willey,H Singh,D Chahar,S Thakur",
269,2018-05-12,"P Shaw,J Roy,S Iyer,R Pant,V Shankar,A Sharma,H Patel,A Mishra,S Lamichhane,C Dala,T Boult","P Patel,M Ali,V Kohli,A Villiers,M Singh,S Khan,C Grandhomme,T Southee,U Yadav,M Siraj,Y Chahal",
270,2018-05-12,"C Lynn,S Narine,R Uthappa,A Russell,K Karthik,N Rana,S Gill,J Scantlebury-Searles,P Chawla,K Yadav,M Krishna","K Rahul,C Gayle,M Agarwal,K Nair,A Finch,A Patel,R Ashwin,A Tye,B Sran,M Sharma,M Rahman",
271,2018-05-11,"S Watson,A Rayudu,S Raina,M Dhoni,S Billings,D Bravo,R Jadeja,D Willey,H Singh,S Thakur,K Sharma","J Buttler,B Stokes,A Rahane,S Samson,P Chopra,S Binny,K Gowtham,J Archer,A Sharma,J Unadkat,I Sodhi",
272,2018-05-10,"P Shaw,J Roy,S Iyer,R Pant,H Patel,G Maxwell,V Shankar,L Plunkett,S Nadeem,A Mishra,T Boult","A Hales,S Dhawan,K Williamson,M Pandey,S Hasan,Y Pathan,S Goswami,R Khan,B Kumar,S Kaul,S Sharma",
273,2018-05-09,"S Yadav,E Lewis,R Sharma,I Kishan,H Pandya,B Cutting,K Pandya,J Duminy,M McClenaghan,M Markande,J Bumrah","S Narine,C Lynn,R Uthappa,N Rana,A Russell,K Karthik,R Singh,T Curran,P Chawla,K Yadav,M Krishna",
274,2018-05-08,"A Rahane,J Buttler,K Gowtham,S Samson,B Stokes,S Binny,M Lomror,J Archer,J Unadkat,I Sodhi,A Singh","K Rahul,C Gayle,R Ashwin,K Nair,A Nath,M Tiwary,A Patel,M Stoinis,A Tye,M Sharma,M Rahman",
275,2018-05-07,"A Hales,S Dhawan,K Williamson,M Pandey,S Hasan,Y Pathan,W Saha,R Khan,B Kumar,S Kaul,S Sharma","M Vohra,P Patel,V Kohli,A Villiers,M Ali,M Singh,C Grandhomme,T Southee,U Yadav,M Siraj,Y Chahal",
276,2018-05-06,"J Buttler,D Short,A Rahane,S Samson,B Stokes,R Tripathi,J Archer,K Gowtham,S Gopal,J Unadkat,A Singh","K Rahul,C Gayle,M Agarwal,K Nair,A Patel,M Stoinis,M Tiwary,R Ashwin,M Rahman,A Rajpoot,A Tye",
277,2018-05-06,"S Yadav,E Lewis,R Sharma,H Pandya,K Pandya,J Duminy,I Kishan,B Cutting,M McClenaghan,M Markande,J Bumrah","C Lynn,S Gill,R Uthappa,N Rana,K Karthik,A Russell,S Narine,P Chawla,M Johnson,M Krishna,K Yadav",
278,2018-05-05,"P Shaw,G Maxwell,S Iyer,R Pant,N Ojha,V Shankar,D Christian,L Plunkett,A Mishra,A Khan,T Boult","A Hales,S Dhawan,K Williamson,M Pandey,Y Pathan,S Hasan,W Saha,B Kumar,R Khan,S Kaul,S Sharma",
279,2018-05-05,"P Patel,B McCullum,V Kohli,A Villiers,M Singh,C Grandhomme,M Ashwin,T Southee,U Yadav,M Siraj,Y Chahal","S Watson,A Rayudu,S Raina,D Shorey,M Dhoni,D Bravo,R Jadeja,D Willey,H Singh,L Ngidi,S Thakur",
280,2018-05-04,"K Rahul,C Gayle,Y Singh,K Nair,A Patel,M Stoinis,M Agarwal,R Ashwin,A Tye,M Rahman,A Rajpoot","S Yadav,E Lewis,I Kishan,H Pandya,R Sharma,K Pandya,J Duminy,B Cutting,M McClenaghan,M Markande,J Bumrah",
281,2018-05-03,"S Watson,F Plessis,S Raina,A Rayudu,M Dhoni,R Jadeja,K Sharma,D Bravo,H Singh,K Asif,L Ngidi","C Lynn,S Narine,R Uthappa,S Gill,R Singh,K Karthik,A Russell,S Mavi,P Chawla,M Johnson,K Yadav",
282,2018-05-02,"P Shaw,C Munro,S Iyer,R Pant,G Maxwell,V Shankar,L Plunkett,A Mishra,S Nadeem,A Khan,T Boult","D Short,J Buttler,S Samson,B Stokes,R Tripathi,K Gowtham,J Archer,A Rahane,J Unadkat,D Kulkarni,S Gopal",
283,2018-05-01,"M Vohra,Q Kock,B McCullum,V Kohli,M Singh,C Grandhomme,W Sundar,T Southee,U Yadav,Y Chahal,M Siraj","S Yadav,I Kishan,J Duminy,R Sharma,K Pollard,H Pandya,K Pandya,B Cutting,M McClenaghan,M Markande,J Bumrah",
284,2018-04-30,"S Watson,F Plessis,S Raina,A Rayudu,M Dhoni,R Jadeja,D Bravo,K Sharma,H Singh,K Asif,L Ngidi","P Shaw,C Munro,S Iyer,R Pant,G Maxwell,V Shankar,R Tewatia,L Plunkett,A Mishra,A Khan,T Boult",
285,2018-04-29,"A Hales,S Dhawan,K Williamson,M Pandey,S Hasan,Y Pathan,W Saha,R Khan,B Thampi,S Sharma,S Kaul","A Rahane,R Tripathi,S Samson,B Stokes,J Buttler,M Lomror,K Gowtham,J Archer,D Kulkarni,I Sodhi,J Unadkat",
286,2018-04-29,"Q Kock,B McCullum,V Kohli,M Vohra,M Singh,C Grandhomme,M Ashwin,T Southee,U Yadav,Y Chahal,M Siraj","C Lynn,S Narine,R Uthappa,N Rana,A Russell,K Karthik,S Gill,S Mavi,P Chawla,M Johnson,K Yadav",
287,2018-04-28,"S Watson,A Rayudu,S Raina,M Dhoni,D Bravo,S Billings,R Jadeja,H Singh,D Chahar,S Thakur,I Tahir","S Yadav,E Lewis,R Sharma,H Pandya,I Kishan,J Duminy,K Pandya,B Cutting,M McClenaghan,M Markande,J Bumrah",
